month,month_start,ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,raw_units,raw_revenue,organic_units,organic_revenue,promo_units,promo_revenue,within_active_span,baseline_units,prev_raw_units,next_raw_units,est_unit_price,zero_sales_gap,deep_drop_gap,likely_stockout,stockout_reason,suppressed_units_est,cleaned_units,cleaned_revenue_est,promo_pct_units,suppressed_pct_vs_cleaned,cleaned_vs_raw_pct
2023-01,2023-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,234.0,27196.63,234.0,27196.63,0.0,0.0,True,360.0,0.0,185.0,116.22491452991453,False,False,False,none,0.0,234.0,27196.63,0.0,0.0,100.0
2023-02,2023-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,185.0,23843.75,185.0,23843.75,0.0,0.0,True,257.0,234.0,535.0,128.88513513513513,False,False,False,none,0.0,185.0,23843.75,0.0,0.0,100.0
2023-03,2023-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,535.0,29873.219999999998,535.0,29873.219999999998,0.0,0.0,True,245.5,185.0,257.0,55.83779439252336,False,False,False,none,0.0,535.0,29873.22,0.0,0.0,100.0
2023-04,2023-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,257.0,19375.64,257.0,19375.64,0.0,0.0,True,285.0,535.0,385.0,75.39159533073929,False,False,False,none,0.0,257.0,19375.64,0.0,0.0,100.0
2023-05,2023-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,385.0,22769.77,385.0,22769.77,0.0,0.0,True,396.0,257.0,167.0,59.14225974025974,False,False,False,none,0.0,385.0,22769.77,0.0,0.0,100.0
2023-06,2023-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,167.0,27412.75,167.0,27412.75,0.0,0.0,True,463.0,385.0,541.0,164.14820359281438,False,True,True,deep_drop_gap,296.0,463.0,76000.62,0.0,63.9,277.2
2023-07,2023-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,541.0,34753.96,541.0,34753.96,0.0,0.0,True,538.0,167.0,964.0,64.24022181146026,False,False,False,none,0.0,541.0,34753.96,0.0,0.0,100.0
2023-08,2023-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,964.0,44552.25,964.0,44552.25,0.0,0.0,True,616.0,541.0,691.0,46.21602697095436,False,False,False,none,0.0,964.0,44552.25,0.0,0.0,100.0
2023-09,2023-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,691.0,46177.19,691.0,46177.19,0.0,0.0,True,654.0,964.0,767.0,66.82661360347323,False,False,False,none,0.0,691.0,46177.19,0.0,0.0,100.0
2023-10,2023-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,767.0,29294.899999999998,767.0,29294.899999999998,0.0,0.0,True,582.5,691.0,395.0,38.194132985658406,False,False,False,none,0.0,767.0,29294.9,0.0,0.0,100.0
2023-11,2023-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,395.0,22612.32,395.0,22612.32,0.0,0.0,True,582.5,767.0,474.0,57.246379746835444,False,False,False,none,0.0,395.0,22612.32,0.0,0.0,100.0
2023-12,2023-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,474.0,21362.7,474.0,21362.7,0.0,0.0,True,335.5,395.0,210.0,45.06898734177215,False,False,False,none,0.0,474.0,21362.7,0.0,0.0,100.0
2024-01,2024-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,210.0,27823.030000000002,210.0,27823.030000000002,0.0,0.0,True,335.5,474.0,276.0,132.49061904761905,False,False,False,none,0.0,210.0,27823.03,0.0,0.0,100.0
2024-02,2024-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,276.0,22142.02,276.0,22142.02,0.0,0.0,True,336.0,210.0,270.0,80.22471014492754,False,False,False,none,0.0,276.0,22142.02,0.0,0.0,100.0
2024-03,2024-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,270.0,31223.160000000003,270.0,31223.160000000003,0.0,0.0,True,243.0,276.0,402.0,115.64133333333335,False,False,False,none,0.0,270.0,31223.16,0.0,0.0,100.0
2024-04,2024-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,402.0,33148.0,402.0,33148.0,0.0,0.0,True,273.0,270.0,196.0,82.45771144278606,False,False,False,none,0.0,402.0,33148.0,0.0,0.0,100.0
2024-05,2024-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,196.0,30894.3,196.0,30894.3,0.0,0.0,True,278.0,402.0,286.0,157.62397959183673,False,False,False,none,0.0,196.0,30894.3,0.0,0.0,100.0
2024-06,2024-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,286.0,42075.22,286.0,42075.22,0.0,0.0,True,210.5,196.0,179.0,147.11615384615385,False,False,False,none,0.0,286.0,42075.22,0.0,0.0,100.0
2024-07,2024-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,179.0,15733.439999999999,179.0,15733.439999999999,0.0,0.0,True,210.5,286.0,225.0,87.896312849162,False,False,False,none,0.0,179.0,15733.44,0.0,0.0,100.0
2024-08,2024-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,225.0,20316.76,225.0,20316.76,0.0,0.0,True,188.5,179.0,181.0,90.29671111111111,False,False,False,none,0.0,225.0,20316.76,0.0,0.0,100.0
2024-09,2024-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,181.0,18123.59,181.0,18123.59,0.0,0.0,True,210.5,225.0,196.0,100.13033149171271,False,False,False,none,0.0,181.0,18123.59,0.0,0.0,100.0
2024-10,2024-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,196.0,28836.239999999998,196.0,28836.239999999998,0.0,0.0,True,205.0,181.0,438.0,147.12367346938774,False,False,False,none,0.0,196.0,28836.24,0.0,0.0,100.0
2024-11,2024-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,438.0,34894.16,438.0,34894.16,0.0,0.0,True,190.5,196.0,185.0,79.66703196347032,False,False,False,none,0.0,438.0,34894.16,0.0,0.0,100.0
2024-12,2024-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,185.0,18641.3,185.0,18641.3,0.0,0.0,True,227.5,438.0,259.0,100.76378378378378,False,False,False,none,0.0,185.0,18641.3,0.0,0.0,100.0
2025-01,2025-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,259.0,45402.770000000004,259.0,45402.770000000004,0.0,0.0,True,188.5,185.0,192.0,175.3002702702703,False,False,False,none,0.0,259.0,45402.77,0.0,0.0,100.0
2025-02,2025-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,192.0,35394.299999999996,192.0,35394.299999999996,0.0,0.0,True,222.0,259.0,63.0,184.34531249999998,False,False,False,none,0.0,192.0,35394.3,0.0,0.0,100.0
2025-03,2025-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,63.0,11490.14,63.0,11490.14,0.0,0.0,True,225.5,192.0,318.0,182.38317460317458,False,True,True,deep_drop_gap,162.5,225.5,41127.41,0.0,72.1,357.9
2025-04,2025-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,318.0,9291.93,318.0,9291.93,0.0,0.0,True,151.5,63.0,111.0,29.21990566037736,False,False,False,none,0.0,318.0,9291.93,0.0,0.0,100.0
2025-05,2025-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,111.0,4037.84,111.0,4037.84,0.0,0.0,True,236.5,318.0,625.0,36.376936936936936,False,False,False,none,0.0,111.0,4037.84,0.0,0.0,100.0
2025-06,2025-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,625.0,23312.2,625.0,23312.2,0.0,0.0,True,133.0,111.0,155.0,37.29952,False,False,False,none,0.0,625.0,23312.2,0.0,0.0,100.0
2025-07,2025-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,155.0,21874.44,155.0,21874.44,0.0,0.0,True,111.0,625.0,111.0,141.1254193548387,False,False,False,none,0.0,155.0,21874.44,0.0,0.0,100.0
2025-08,2025-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,111.0,17725.86,111.0,17725.86,0.0,0.0,True,266.0,155.0,94.0,159.69243243243244,False,False,False,none,0.0,111.0,17725.86,0.0,0.0,100.0
2025-09,2025-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,94.0,18014.82,94.0,18014.82,0.0,0.0,True,266.0,111.0,377.0,191.64702127659575,False,True,True,deep_drop_gap,172.0,266.0,50978.11,0.0,64.7,283.0
2025-10,2025-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,377.0,24979.57,377.0,24979.57,0.0,0.0,True,282.5,94.0,454.0,66.25880636604775,False,False,False,none,0.0,377.0,24979.57,0.0,0.0,100.0
2025-11,2025-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,454.0,35305.58,454.0,35305.58,0.0,0.0,True,377.0,377.0,869.0,77.7655947136564,False,False,False,none,0.0,454.0,35305.58,0.0,0.0,100.0
2025-12,2025-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,869.0,17726.47,867.0,17067.29,2.0,659.1800000000003,True,415.5,454.0,0.0,19.685455594002306,False,False,False,none,0.0,867.0,17067.29,0.2,0.0,99.8
2023-01,2023-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,148.0,21658.0,148.0,21658.0,0.0,0.0,True,309.0,0.0,130.0,146.33783783783784,False,False,False,none,0.0,148.0,21658.0,0.0,0.0,100.0
2023-02,2023-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,130.0,26922.96,130.0,26922.96,0.0,0.0,True,299.0,148.0,488.0,207.0996923076923,False,False,False,none,0.0,130.0,26922.96,0.0,0.0,100.0
2023-03,2023-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,488.0,59848.68,488.0,59848.68,0.0,0.0,True,166.5,130.0,299.0,122.64073770491804,False,False,False,none,0.0,488.0,59848.68,0.0,0.0,100.0
2023-04,2023-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,299.0,55851.340000000004,299.0,55851.340000000004,0.0,0.0,True,206.5,488.0,185.0,186.79377926421407,False,False,False,none,0.0,299.0,55851.34,0.0,0.0,100.0
2023-05,2023-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,185.0,32440.03,185.0,32440.03,0.0,0.0,True,263.5,299.0,228.0,175.3515135135135,False,False,False,none,0.0,185.0,32440.03,0.0,0.0,100.0
2023-06,2023-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,228.0,39486.82,228.0,39486.82,0.0,0.0,True,208.0,185.0,165.0,173.18780701754386,False,False,False,none,0.0,228.0,39486.82,0.0,0.0,100.0
2023-07,2023-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,165.0,27230.56,165.0,27230.56,0.0,0.0,True,229.5,228.0,231.0,165.033696969697,False,False,False,none,0.0,165.0,27230.56,0.0,0.0,100.0
2023-08,2023-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,231.0,40235.31,231.0,40235.31,0.0,0.0,True,258.0,165.0,475.0,174.17883116883115,False,False,False,none,0.0,231.0,40235.31,0.0,0.0,100.0
2023-09,2023-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,475.0,92678.26999999999,475.0,92678.26999999999,0.0,0.0,True,259.5,231.0,288.0,195.11214736842103,False,False,False,none,0.0,475.0,92678.27,0.0,0.0,100.0
2023-10,2023-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,288.0,50259.84,288.0,50259.84,0.0,0.0,True,425.5,475.0,376.0,174.51333333333332,False,False,False,none,0.0,288.0,50259.84,0.0,0.0,100.0
2023-11,2023-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,376.0,33868.05,376.0,33868.05,0.0,0.0,True,381.5,288.0,547.0,90.07460106382979,False,False,False,none,0.0,376.0,33868.05,0.0,0.0,100.0
2023-12,2023-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,547.0,30647.86,547.0,30647.86,0.0,0.0,True,285.0,376.0,282.0,56.02899451553931,False,False,False,none,0.0,547.0,30647.86,0.0,0.0,100.0
2024-01,2024-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,282.0,30959.81,282.0,30959.81,0.0,0.0,True,392.0,547.0,270.0,109.78656028368795,False,False,False,none,0.0,282.0,30959.81,0.0,0.0,100.0
2024-02,2024-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,270.0,38738.03,270.0,38738.03,0.0,0.0,True,345.0,282.0,408.0,143.47418518518518,False,False,False,none,0.0,270.0,38738.03,0.0,0.0,100.0
2024-03,2024-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,408.0,45429.71,408.0,45429.71,0.0,0.0,True,276.0,270.0,188.0,111.34732843137255,False,False,False,none,0.0,408.0,45429.71,0.0,0.0,100.0
2024-04,2024-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,188.0,31446.52,188.0,31446.52,0.0,0.0,True,339.0,408.0,561.0,167.26872340425533,False,False,False,none,0.0,188.0,31446.52,0.0,0.0,100.0
2024-05,2024-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,561.0,51797.18,561.0,51797.18,0.0,0.0,True,261.5,188.0,206.0,92.33008912655971,False,False,False,none,0.0,561.0,51797.18,0.0,0.0,100.0
2024-06,2024-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,206.0,35548.12,206.0,35548.12,0.0,0.0,True,252.5,561.0,317.0,172.56368932038836,False,False,False,none,0.0,206.0,35548.12,0.0,0.0,100.0
2024-07,2024-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,317.0,65897.04000000001,317.0,65897.04000000001,0.0,0.0,True,330.5,206.0,166.0,207.87709779179812,False,False,False,none,0.0,317.0,65897.04,0.0,0.0,100.0
2024-08,2024-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,166.0,22655.6,166.0,22655.6,0.0,0.0,True,261.5,317.0,455.0,136.47951807228915,False,False,False,none,0.0,166.0,22655.6,0.0,0.0,100.0
2024-09,2024-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,455.0,42822.1,455.0,42822.1,0.0,0.0,True,251.5,166.0,186.0,94.1145054945055,False,False,False,none,0.0,455.0,42822.1,0.0,0.0,100.0
2024-10,2024-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,186.0,41513.700000000004,186.0,41513.700000000004,0.0,0.0,True,341.5,455.0,464.0,223.191935483871,False,False,False,none,0.0,186.0,41513.7,0.0,0.0,100.0
2024-11,2024-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,464.0,43958.06,464.0,43958.06,0.0,0.0,True,226.0,186.0,228.0,94.73719827586207,False,False,False,none,0.0,464.0,43958.06,0.0,0.0,100.0
2024-12,2024-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,228.0,35710.020000000004,228.0,35710.020000000004,0.0,0.0,True,205.0,464.0,224.0,156.6228947368421,False,False,False,none,0.0,228.0,35710.02,0.0,0.0,100.0
2025-01,2025-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,224.0,29629.940000000002,224.0,29629.940000000002,0.0,0.0,True,245.0,228.0,126.0,132.27651785714286,False,False,False,none,0.0,224.0,29629.94,0.0,0.0,100.0
2025-02,2025-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,126.0,18264.22,126.0,18264.22,0.0,0.0,True,226.0,224.0,262.0,144.954126984127,False,False,False,none,0.0,126.0,18264.22,0.0,0.0,100.0
2025-03,2025-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,262.0,53861.99,262.0,53861.99,0.0,0.0,True,159.5,126.0,191.0,205.5801145038168,False,False,False,none,0.0,262.0,53861.99,0.0,0.0,100.0
2025-04,2025-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,191.0,26555.920000000002,191.0,26555.920000000002,0.0,0.0,True,167.0,262.0,128.0,139.03623036649216,False,False,False,none,0.0,191.0,26555.92,0.0,0.0,100.0
2025-05,2025-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,128.0,20209.06,128.0,20209.06,0.0,0.0,True,198.5,191.0,206.0,157.88328125,False,False,False,none,0.0,128.0,20209.06,0.0,0.0,100.0
2025-06,2025-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,206.0,41169.76,206.0,41169.76,0.0,0.0,True,185.5,128.0,180.0,199.85320388349515,False,False,False,none,0.0,206.0,41169.76,0.0,0.0,100.0
2025-07,2025-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,180.0,32940.65,180.0,32940.65,0.0,0.0,True,203.0,206.0,211.0,183.00361111111113,False,False,False,none,0.0,180.0,32940.65,0.0,0.0,100.0
2025-08,2025-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,211.0,38066.96,211.0,38066.96,0.0,0.0,True,203.0,180.0,200.0,180.4121327014218,False,False,False,none,0.0,211.0,38066.96,0.0,0.0,100.0
2025-09,2025-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,200.0,41111.21,200.0,41111.21,0.0,0.0,True,219.5,211.0,228.0,205.55605,False,False,False,none,0.0,200.0,41111.21,0.0,0.0,100.0
2025-10,2025-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,228.0,46108.41,228.0,46108.41,0.0,0.0,True,221.0,200.0,466.0,202.22986842105266,False,False,False,none,0.0,228.0,46108.41,0.0,0.0,100.0
2025-11,2025-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,466.0,35928.45,466.0,35928.45,0.0,0.0,True,228.0,228.0,231.0,77.09967811158798,False,False,False,none,0.0,466.0,35928.45,0.0,0.0,100.0
2025-12,2025-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,231.0,31658.320000000003,231.0,31658.320000000003,0.0,0.0,True,347.0,466.0,0.0,137.04900432900433,False,False,False,none,0.0,231.0,31658.32,0.0,0.0,100.0
2023-01,2023-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,71.0,12551.609999999999,71.0,12551.609999999999,0.0,0.0,True,128.0,0.0,155.0,176.7832394366197,False,False,False,none,0.0,71.0,12551.61,0.0,0.0,100.0
2023-02,2023-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,155.0,29328.85,155.0,29328.85,0.0,0.0,True,101.0,71.0,101.0,189.2183870967742,False,False,False,none,0.0,155.0,29328.85,0.0,0.0,100.0
2023-03,2023-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,101.0,16670.0,101.0,16670.0,0.0,0.0,True,170.0,155.0,336.0,165.04950495049505,False,False,False,none,0.0,101.0,16670.0,0.0,0.0,100.0
2023-04,2023-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,336.0,19407.949999999997,336.0,19407.949999999997,0.0,0.0,True,138.0,101.0,185.0,57.761755952380945,False,False,False,none,0.0,336.0,19407.95,0.0,0.0,100.0
2023-05,2023-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,185.0,31005.789999999997,185.0,31005.789999999997,0.0,0.0,True,111.0,336.0,121.0,167.59886486486485,False,False,False,none,0.0,185.0,31005.79,0.0,0.0,100.0
2023-06,2023-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,121.0,15852.74,121.0,15852.74,0.0,0.0,True,260.5,185.0,76.0,131.01438016528925,False,False,False,none,0.0,121.0,15852.74,0.0,0.0,100.0
2023-07,2023-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,76.0,14923.35,76.0,14923.35,0.0,0.0,True,154.0,121.0,405.0,196.35986842105262,False,False,False,none,0.0,76.0,14923.35,0.0,0.0,100.0
2023-08,2023-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,405.0,20435.579999999998,405.0,20435.579999999998,0.0,0.0,True,107.5,76.0,123.0,50.45822222222222,False,False,False,none,0.0,405.0,20435.58,0.0,0.0,100.0
2023-09,2023-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,123.0,23452.6,123.0,23452.6,0.0,0.0,True,96.5,405.0,94.0,190.67154471544714,False,False,False,none,0.0,123.0,23452.6,0.0,0.0,100.0
2023-10,2023-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,94.0,17702.72,94.0,17702.72,0.0,0.0,True,158.5,123.0,99.0,188.3268085106383,False,False,False,none,0.0,94.0,17702.72,0.0,0.0,100.0
2023-11,2023-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,99.0,14353.210000000001,99.0,14353.210000000001,0.0,0.0,True,158.5,94.0,194.0,144.9819191919192,False,False,False,none,0.0,99.0,14353.21,0.0,0.0,100.0
2023-12,2023-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,194.0,29849.410000000003,194.0,29849.410000000003,0.0,0.0,True,96.5,99.0,257.0,153.86293814432992,False,False,False,none,0.0,194.0,29849.41,0.0,0.0,100.0
2024-01,2024-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,257.0,25438.19,257.0,25438.19,0.0,0.0,True,97.0,194.0,61.0,98.98128404669261,False,False,False,none,0.0,257.0,25438.19,0.0,0.0,100.0
2024-02,2024-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,61.0,14608.869999999999,61.0,14608.869999999999,0.0,0.0,True,160.0,257.0,95.0,239.48967213114753,False,True,True,deep_drop_gap,99.0,160.0,38318.35,0.0,61.9,262.3
2024-03,2024-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,95.0,22090.44,95.0,22090.44,0.0,0.0,True,118.5,61.0,126.0,232.53094736842104,False,False,False,none,0.0,95.0,22090.44,0.0,0.0,100.0
2024-04,2024-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,126.0,26103.15,126.0,26103.15,0.0,0.0,True,94.0,95.0,111.0,207.16785714285714,False,False,False,none,0.0,126.0,26103.15,0.0,0.0,100.0
2024-05,2024-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,111.0,24688.83,111.0,24688.83,0.0,0.0,True,94.0,126.0,93.0,222.4218918918919,False,False,False,none,0.0,111.0,24688.83,0.0,0.0,100.0
2024-06,2024-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,93.0,21984.73,93.0,21984.73,0.0,0.0,True,116.0,111.0,58.0,236.39494623655912,False,False,False,none,0.0,93.0,21984.73,0.0,0.0,100.0
2024-07,2024-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,58.0,12204.54,58.0,12204.54,0.0,0.0,True,116.0,93.0,121.0,210.42310344827587,False,False,False,none,0.0,58.0,12204.54,0.0,0.0,100.0
2024-08,2024-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,121.0,17731.68,121.0,17731.68,0.0,0.0,True,150.0,58.0,207.0,146.54280991735538,False,False,False,none,0.0,121.0,17731.68,0.0,0.0,100.0
2024-09,2024-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,207.0,41824.369999999995,207.0,41824.369999999995,0.0,0.0,True,132.0,121.0,411.0,202.05009661835746,False,False,False,none,0.0,207.0,41824.37,0.0,0.0,100.0
2024-10,2024-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,411.0,27838.93,411.0,27838.93,0.0,0.0,True,175.0,207.0,143.0,67.73462287104623,False,False,False,none,0.0,411.0,27838.93,0.0,0.0,100.0
2024-11,2024-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,143.0,31491.45,143.0,31491.45,0.0,0.0,True,250.5,411.0,294.0,220.2199300699301,False,False,False,none,0.0,143.0,31491.45,0.0,0.0,100.0
2024-12,2024-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,294.0,39766.95,294.0,39766.95,0.0,0.0,True,98.5,143.0,54.0,135.26173469387754,False,False,False,none,0.0,294.0,39766.95,0.0,0.0,100.0
2025-01,2025-01-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,54.0,13558.310000000001,54.0,13558.310000000001,0.0,0.0,True,98.5,294.0,49.0,251.07981481481485,False,False,False,none,0.0,54.0,13558.31,0.0,0.0,100.0
2025-02,2025-02-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,49.0,11422.89,49.0,11422.89,0.0,0.0,True,104.5,54.0,54.0,233.12020408163264,False,False,False,none,0.0,49.0,11422.89,0.0,0.0,100.0
2025-03,2025-03-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,54.0,13076.32,54.0,13076.32,0.0,0.0,True,72.0,49.0,155.0,242.15407407407406,False,False,False,none,0.0,54.0,13076.32,0.0,0.0,100.0
2025-04,2025-04-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,155.0,22039.63,155.0,22039.63,0.0,0.0,True,71.0,54.0,90.0,142.19116129032258,False,False,False,none,0.0,155.0,22039.63,0.0,0.0,100.0
2025-05,2025-05-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,90.0,8976.17,90.0,8976.17,0.0,0.0,True,71.0,155.0,88.0,99.73522222222222,False,False,False,none,0.0,90.0,8976.17,0.0,0.0,100.0
2025-06,2025-06-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,88.0,16490.260000000002,88.0,16490.260000000002,0.0,0.0,True,69.5,90.0,48.0,187.3893181818182,False,False,False,none,0.0,88.0,16490.26,0.0,0.0,100.0
2025-07,2025-07-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,48.0,11337.76,48.0,11337.76,0.0,0.0,True,68.5,88.0,49.0,236.20333333333335,False,False,False,none,0.0,48.0,11337.76,0.0,0.0,100.0
2025-08,2025-08-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,49.0,12859.31,49.0,12859.31,0.0,0.0,True,68.0,48.0,48.0,262.4348979591837,False,False,False,none,0.0,49.0,12859.31,0.0,0.0,100.0
2025-09,2025-09-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,48.0,11733.25,48.0,11733.25,0.0,0.0,True,169.0,49.0,289.0,244.44270833333334,False,True,True,deep_drop_gap,121.0,169.0,41310.82,0.0,71.6,352.1
2025-10,2025-10-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,289.0,26858.420000000002,289.0,26858.420000000002,0.0,0.0,True,299.5,48.0,607.0,92.93570934256056,False,False,False,none,0.0,289.0,26858.42,0.0,0.0,100.0
2025-11,2025-11-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,607.0,35279.97,550.0,33632.03,57.0,1647.9400000000023,True,289.0,289.0,609.0,61.149145454545454,False,False,False,none,0.0,550.0,33632.03,9.4,0.0,90.6
2025-12,2025-12-01,A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,609.0,42147.93,609.0,42147.93,0.0,0.0,True,419.5,607.0,0.0,69.2084236453202,False,False,False,none,0.0,609.0,42147.93,0.0,0.0,100.0
