ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,month,month_start,raw_units,organic_units,suppressed_units_est,cleaned_units,raw_revenue,organic_revenue,cleaned_revenue_est,promo_units,promo_revenue,likely_stockout,stockout_reason
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-04,2023-04-01,299.0,299.0,0.0,299.0,3574.25,3574.25,3574.25,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-05,2023-05-01,242.0,242.0,0.0,242.0,7253.500000000001,7253.500000000001,7253.5,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-06,2023-06-01,75.0,75.0,0.0,75.0,1293.1499999999999,1293.1499999999999,1293.15,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-07,2023-07-01,45.0,45.0,0.0,45.0,2048.83,2048.83,2048.83,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-08,2023-08-01,71.0,71.0,0.0,71.0,2433.46,2433.46,2433.46,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-09,2023-09-01,55.0,55.0,0.0,55.0,787.0,787.0,787.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-10,2023-10-01,29.0,29.0,0.0,29.0,1259.8400000000001,1259.8400000000001,1259.84,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-11,2023-11-01,42.0,42.0,0.0,42.0,825.0,825.0,825.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,1,SF,2023-12,2023-12-01,3.0,3.0,0.0,3.0,12.98,12.98,12.98,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-01,2023-01-01,279.0,279.0,0.0,279.0,21472.88,21472.88,21472.88,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-02,2023-02-01,186.0,186.0,0.0,186.0,10764.23,10764.23,10764.23,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-03,2023-03-01,231.0,231.0,0.0,231.0,15063.73,15063.73,15063.73,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-04,2023-04-01,114.0,114.0,0.0,114.0,8335.619999999999,8335.619999999999,8335.62,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-05,2023-05-01,229.0,229.0,0.0,229.0,19415.09,19415.09,19415.09,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-06,2023-06-01,124.0,124.0,0.0,124.0,9153.25,9153.25,9153.25,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-07,2023-07-01,159.0,159.0,0.0,159.0,13325.84,13325.84,13325.84,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-08,2023-08-01,32.0,32.0,0.0,32.0,1703.97,1703.97,1703.97,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-09,2023-09-01,2.0,2.0,30.0,32.0,17.98,17.98,287.68,0.0,0.0,True,deep_drop_gap
D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2023-10,2023-10-01,10.0,10.0,0.0,10.0,80.91,80.91,80.91,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-01,2023-01-01,93.0,93.0,0.0,93.0,6056.82,6056.82,6056.82,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-02,2023-02-01,93.0,93.0,0.0,93.0,4705.08,4705.08,4705.08,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-03,2023-03-01,74.0,74.0,0.0,74.0,3884.76,3884.76,3884.76,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-04,2023-04-01,87.0,87.0,0.0,87.0,5145.2,5145.2,5145.2,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-05,2023-05-01,76.0,76.0,0.0,76.0,4496.13,4496.13,4496.13,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-06,2023-06-01,74.0,74.0,0.0,74.0,1973.09,1973.09,1973.09,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-07,2023-07-01,40.0,40.0,0.0,40.0,2596.85,2596.85,2596.85,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-08,2023-08-01,66.0,66.0,0.0,66.0,6002.0,6002.0,6002.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-09,2023-09-01,25.0,25.0,0.0,25.0,1356.2,1356.2,1356.2,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-10,2023-10-01,13.0,13.0,0.0,13.0,963.0,963.0,963.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-11,2023-11-01,11.0,11.0,0.0,11.0,1047.0,1047.0,1047.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2023-12,2023-12-01,31.0,31.0,0.0,31.0,1218.0,1218.0,1218.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100,3,LA,2024-01,2024-01-01,1.0,1.0,0.0,1.0,120.0,120.0,120.0,0.0,0.0,False,none
D-13200N,POP Organic Green Tea 1.8gx100##FY24,2,NJ,2025-06,2025-06-01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-02,2023-02-01,192.0,192.0,0.0,192.0,4608.0,4608.0,4608.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-03,2023-03-01,0.0,0.0,192.0,192.0,0.0,0.0,4608.0,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-04,2023-04-01,0.0,0.0,117.0,117.0,0.0,0.0,2808.0,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-05,2023-05-01,0.0,0.0,55.0,55.0,0.0,0.0,1320.0,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-06,2023-06-01,42.0,42.0,0.0,42.0,981.84,981.84,981.84,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-07,2023-07-01,68.0,68.0,0.0,68.0,1618.92,1618.92,1618.92,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-08,2023-08-01,604.0,604.0,0.0,604.0,11229.4,11229.4,11229.4,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-09,2023-09-01,65.0,30.0,223.0,253.0,1222.43,514.43,4338.36,35.0,708.0000000000001,True,deep_drop_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-10,2023-10-01,382.0,382.0,0.0,382.0,7992.43,7992.43,7992.43,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-11,2023-11-01,124.0,124.0,269.5,393.5,2173.59,2173.59,6897.64,0.0,0.0,True,deep_drop_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2023-12,2023-12-01,566.0,405.0,0.0,405.0,11329.289999999999,8278.89,8278.89,161.0,3050.3999999999996,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-01,2024-01-01,643.0,524.0,0.0,524.0,10926.6,8927.4,8927.4,119.0,1999.2000000000007,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-02,2024-02-01,336.0,336.0,0.0,336.0,7267.95,7267.95,7267.95,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-03,2024-03-01,410.0,314.0,0.0,314.0,9038.58,6734.58,6734.58,96.0,2304.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-04,2024-04-01,485.0,77.0,0.0,77.0,7906.97,1052.57,1052.57,408.0,6854.400000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-05,2024-05-01,244.0,227.0,0.0,227.0,4857.15,4500.15,4500.15,17.0,357.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-06,2024-06-01,132.0,132.0,0.0,132.0,2537.45,2537.45,2537.45,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-07,2024-07-01,155.0,155.0,0.0,155.0,2827.21,2827.21,2827.21,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-08,2024-08-01,585.0,228.0,0.0,228.0,10952.97,4955.37,4955.37,357.0,5997.599999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-09,2024-09-01,209.0,179.0,0.0,179.0,3909.63,3189.63,3189.63,30.0,720.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-10,2024-10-01,345.0,345.0,0.0,345.0,6316.650000000001,6316.650000000001,6316.65,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-11,2024-11-01,412.0,289.0,0.0,289.0,6854.72,4688.12,4688.12,123.0,2166.6000000000004,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2024-12,2024-12-01,360.0,139.0,0.0,139.0,6404.400000000001,2620.2,2620.2,221.0,3784.2000000000007,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-01,2025-01-01,380.0,316.0,0.0,316.0,7246.51,5710.51,5710.51,64.0,1536.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-02,2025-02-01,386.0,199.0,0.0,199.0,8016.5,4089.5,4089.5,187.0,3927.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-03,2025-03-01,197.0,166.0,0.0,166.0,4427.52,3711.42,3711.42,31.0,716.1000000000004,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-04,2025-04-01,308.0,179.0,0.0,179.0,6747.36,4049.2799999999997,4049.28,129.0,2698.08,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-05,2025-05-01,418.0,411.0,0.0,411.0,8037.81,7908.45,7908.45,7.0,129.36000000000058,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-06,2025-06-01,93.0,76.0,0.0,76.0,2122.25,1729.55,1729.55,17.0,392.70000000000005,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-07,2025-07-01,295.0,169.0,0.0,169.0,6594.929999999999,3684.33,3684.33,126.0,2910.5999999999995,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-08,2025-08-01,226.0,226.0,0.0,226.0,5322.58,5322.58,5322.58,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-09,2025-09-01,484.0,103.0,0.0,103.0,11030.15,2339.93,2339.93,381.0,8690.22,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-10,2025-10-01,264.0,264.0,0.0,264.0,5760.47,5760.47,5760.47,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-11,2025-11-01,142.0,125.0,0.0,125.0,2900.42,2435.3,2435.3,17.0,465.1199999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2025-12,2025-12-01,164.0,149.0,0.0,149.0,3555.94,3111.62,3111.62,15.0,444.32000000000016,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-02,2023-02-01,192.0,192.0,0.0,192.0,4608.0,4608.0,4608.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-03,2023-03-01,33.0,33.0,0.0,33.0,792.0,792.0,792.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-04,2023-04-01,0.0,0.0,59.0,59.0,0.0,0.0,1416.0,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-05,2023-05-01,0.0,0.0,59.0,59.0,0.0,0.0,1416.0,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-06,2023-06-01,59.0,59.0,0.0,59.0,1357.08,1357.08,1357.08,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-07,2023-07-01,84.0,84.0,0.0,84.0,1618.92,1618.92,1618.92,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-08,2023-08-01,993.0,993.0,0.0,993.0,18917.370000000003,18917.370000000003,18917.37,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-09,2023-09-01,370.0,95.0,0.0,95.0,6152.48,1532.48,1532.48,275.0,4620.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-10,2023-10-01,648.0,527.0,0.0,527.0,12653.76,10263.960000000001,10263.96,121.0,2389.7999999999993,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-11,2023-11-01,695.0,695.0,0.0,695.0,13127.869999999999,13127.869999999999,13127.87,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2023-12,2023-12-01,1119.0,290.0,0.0,290.0,20882.81,6004.61,6004.61,829.0,14878.2,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-01,2024-01-01,740.0,593.0,0.0,593.0,13757.75,11288.15,11288.15,147.0,2469.6000000000004,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-02,2024-02-01,422.0,422.0,0.0,422.0,8810.59,8810.59,8810.59,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-03,2024-03-01,468.0,336.0,0.0,336.0,10107.27,6968.07,6968.07,132.0,3139.2000000000007,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-04,2024-04-01,1069.0,1069.0,0.0,1069.0,19700.48,19700.48,19700.48,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-05,2024-05-01,483.0,330.0,0.0,330.0,9961.96,6748.96,6748.96,153.0,3212.999999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-06,2024-06-01,397.0,278.0,0.0,278.0,8644.62,6145.62,6145.62,119.0,2499.000000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-07,2024-07-01,584.0,295.0,0.0,295.0,10649.52,5794.32,5794.32,289.0,4855.200000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-08,2024-08-01,982.0,514.0,0.0,514.0,19151.120000000003,10526.12,10526.12,468.0,8625.000000000002,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-09,2024-09-01,302.0,197.0,0.0,197.0,6025.89,4117.89,4117.89,105.0,1908.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-10,2024-10-01,687.0,245.0,0.0,245.0,12607.12,4895.92,4895.92,442.0,7711.200000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-11,2024-11-01,762.0,660.0,0.0,660.0,14756.33,12614.33,12614.33,102.0,2142.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2024-12,2024-12-01,839.0,733.0,0.0,733.0,15669.539999999999,13817.34,13817.34,106.0,1852.199999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-01,2025-01-01,812.0,513.0,0.0,513.0,16470.29,10661.69,10661.69,299.0,5808.6,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-02,2025-02-01,740.0,338.0,0.0,338.0,16189.57,7625.7699999999995,7625.77,402.0,8563.8,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-03,2025-03-01,756.0,547.0,0.0,547.0,16722.39,12013.29,12013.29,209.0,4709.0999999999985,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-04,2025-04-01,697.0,378.0,0.0,378.0,13900.18,8005.0599999999995,8005.06,319.0,5895.120000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-05,2025-05-01,557.0,484.0,0.0,484.0,10893.41,9544.369999999999,9544.37,73.0,1349.0400000000009,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-06,2025-06-01,195.0,144.0,0.0,144.0,4419.94,3241.84,3241.84,51.0,1178.0999999999995,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-07,2025-07-01,529.0,314.0,0.0,314.0,11509.59,6456.69,6456.69,215.0,5052.900000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-08,2025-08-01,1088.0,522.0,0.0,522.0,23137.649999999998,12576.33,12576.33,566.0,10561.319999999998,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-09,2025-09-01,503.0,318.0,0.0,318.0,12090.63,7817.13,7817.13,185.0,4273.499999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-10,2025-10-01,919.0,823.0,0.0,823.0,21475.31,18848.75,18848.75,96.0,2626.5600000000013,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-11,2025-11-01,462.0,405.0,0.0,405.0,11019.56,9460.4,9460.4,57.0,1559.1599999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,2025-12,2025-12-01,187.0,187.0,0.0,187.0,4519.78,4519.78,4519.78,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-06,2023-06-01,49.0,49.0,0.0,49.0,1082.6,1082.6,1082.6,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-07,2023-07-01,54.0,54.0,0.0,54.0,1161.0,1161.0,1161.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-08,2023-08-01,180.0,180.0,0.0,180.0,3380.23,3380.23,3380.23,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-09,2023-09-01,64.0,44.0,0.0,44.0,1226.97,890.97,890.97,20.0,336.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-10,2023-10-01,48.0,48.0,157.5,205.5,990.28,990.28,4239.64,0.0,0.0,True,deep_drop_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-11,2023-11-01,231.0,231.0,0.0,231.0,4903.6900000000005,4903.6900000000005,4903.69,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2023-12,2023-12-01,279.0,245.0,0.0,245.0,4968.71,4397.51,4397.51,34.0,571.1999999999998,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-01,2024-01-01,171.0,171.0,0.0,171.0,3468.5,3468.5,3468.5,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-02,2024-02-01,214.0,180.0,0.0,180.0,4119.8,3405.8,3405.8,34.0,714.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-03,2024-03-01,278.0,278.0,0.0,278.0,5101.4,5101.4,5101.4,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-04,2024-04-01,321.0,253.0,0.0,253.0,6299.28,5156.88,5156.88,68.0,1142.3999999999996,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-05,2024-05-01,252.0,218.0,0.0,218.0,5346.4,4632.4,4632.4,34.0,714.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-06,2024-06-01,251.0,183.0,0.0,183.0,5163.6,3735.6,3735.6,68.0,1428.0000000000005,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-07,2024-07-01,131.0,131.0,0.0,131.0,2417.39,2417.39,2417.39,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-08,2024-08-01,314.0,263.0,0.0,263.0,5647.1,4790.3,4790.3,51.0,856.8000000000002,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-09,2024-09-01,183.0,163.0,0.0,163.0,3568.3,3232.3,3232.3,20.0,336.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-10,2024-10-01,199.0,173.0,0.0,173.0,3738.46,3301.66,3301.66,26.0,436.8000000000002,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-11,2024-11-01,228.0,109.0,0.0,109.0,4368.98,2226.98,2226.98,119.0,2141.9999999999995,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2024-12,2024-12-01,141.0,107.0,0.0,107.0,2857.59,2286.39,2286.39,34.0,571.2000000000003,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-01,2025-01-01,289.0,238.0,0.0,238.0,5769.84,4698.84,4698.84,51.0,1071.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-02,2025-02-01,244.0,202.0,0.0,202.0,4738.2,3839.4,3839.4,42.0,898.7999999999997,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-03,2025-03-01,156.0,120.0,0.0,120.0,3350.3,2432.9,2432.9,36.0,917.4000000000001,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-04,2025-04-01,516.0,447.0,0.0,447.0,9711.72,8358.06,8358.06,69.0,1353.6599999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-05,2025-05-01,495.0,470.0,0.0,470.0,8934.1,8472.1,8472.1,25.0,462.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-06,2025-06-01,105.0,105.0,254.5,359.5,2147.58,2147.58,7352.9,0.0,0.0,True,deep_drop_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-07,2025-07-01,188.0,163.0,0.0,163.0,3795.5,3218.0,3218.0,25.0,577.5,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-08,2025-08-01,329.0,272.0,0.0,272.0,6549.36,5496.0,5496.0,57.0,1053.3599999999997,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-09,2025-09-01,280.0,238.0,0.0,238.0,5747.139999999999,4813.9,4813.9,42.0,933.2399999999998,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-10,2025-10-01,272.0,254.0,0.0,254.0,5499.6,5067.6,5067.6,18.0,432.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-11,2025-11-01,205.0,182.0,0.0,182.0,5051.6,4496.6,4496.6,23.0,555.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,2025-12,2025-12-01,193.0,176.0,0.0,176.0,3847.22,3382.1,3382.1,17.0,465.1199999999999,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-01,2024-01-01,3.0,3.0,0.0,3.0,26.97,26.97,26.97,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-02,2024-02-01,2.0,2.0,0.0,2.0,17.98,17.98,17.98,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-03,2024-03-01,0.0,0.0,2.5,2.5,0.0,0.0,22.48,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-04,2024-04-01,0.0,0.0,2.0,2.0,0.0,0.0,17.98,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-05,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-06,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-07,2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-08,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-09,2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-10,2024-10-01,0.0,0.0,4.0,4.0,0.0,0.0,35.96,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-11,2024-11-01,0.0,0.0,14.5,14.5,0.0,0.0,130.35,0.0,0.0,True,zero_sales_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2024-12,2024-12-01,4.0,4.0,0.0,4.0,30.990000000000002,30.990000000000002,30.99,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2025-01,2025-01-01,25.0,25.0,0.0,25.0,229.77,229.77,229.77,0.0,0.0,False,none
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2025-02,2025-02-01,1.0,1.0,3.0,4.0,9.99,9.99,39.96,0.0,0.0,True,deep_drop_gap
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),E1,UNMAPPED,2025-03,2025-03-01,3.0,3.0,0.0,3.0,29.97,29.97,29.97,0.0,0.0,False,none
D-13212,POP Organic Green Tea 1.8gx20 (12ct/cs),1,SF,2025-02,2025-02-01,6.0,6.0,0.0,6.0,72.0,72.0,72.0,0.0,0.0,False,none
D-13212,POP Organic Green Tea 1.8gx20 (12ct/cs),1,SF,2025-03,2025-03-01,14.0,14.0,0.0,14.0,93.60000000000001,93.60000000000001,93.6,0.0,0.0,False,none
