ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,month,month_start,raw_units,organic_units,suppressed_units_est,cleaned_units,raw_revenue,organic_revenue,cleaned_revenue_est,promo_units,promo_revenue,likely_stockout,stockout_reason
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-01,2023-01-01,234.0,234.0,0.0,234.0,27196.63,27196.63,27196.63,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-02,2023-02-01,185.0,185.0,0.0,185.0,23843.75,23843.75,23843.75,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-03,2023-03-01,535.0,535.0,0.0,535.0,29873.219999999998,29873.219999999998,29873.22,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-04,2023-04-01,257.0,257.0,0.0,257.0,19375.64,19375.64,19375.64,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-05,2023-05-01,385.0,385.0,0.0,385.0,22769.77,22769.77,22769.77,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-06,2023-06-01,167.0,167.0,296.0,463.0,27412.75,27412.75,76000.62,0.0,0.0,True,deep_drop_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-07,2023-07-01,541.0,541.0,0.0,541.0,34753.96,34753.96,34753.96,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-08,2023-08-01,964.0,964.0,0.0,964.0,44552.25,44552.25,44552.25,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-09,2023-09-01,691.0,691.0,0.0,691.0,46177.19,46177.19,46177.19,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-10,2023-10-01,767.0,767.0,0.0,767.0,29294.899999999998,29294.899999999998,29294.9,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-11,2023-11-01,395.0,395.0,0.0,395.0,22612.32,22612.32,22612.32,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2023-12,2023-12-01,474.0,474.0,0.0,474.0,21362.7,21362.7,21362.7,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-01,2024-01-01,210.0,210.0,0.0,210.0,27823.030000000002,27823.030000000002,27823.03,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-02,2024-02-01,276.0,276.0,0.0,276.0,22142.02,22142.02,22142.02,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-03,2024-03-01,270.0,270.0,0.0,270.0,31223.160000000003,31223.160000000003,31223.16,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-04,2024-04-01,402.0,402.0,0.0,402.0,33148.0,33148.0,33148.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-05,2024-05-01,196.0,196.0,0.0,196.0,30894.3,30894.3,30894.3,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-06,2024-06-01,286.0,286.0,0.0,286.0,42075.22,42075.22,42075.22,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-07,2024-07-01,179.0,179.0,0.0,179.0,15733.439999999999,15733.439999999999,15733.44,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-08,2024-08-01,225.0,225.0,0.0,225.0,20316.76,20316.76,20316.76,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-09,2024-09-01,181.0,181.0,0.0,181.0,18123.59,18123.59,18123.59,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-10,2024-10-01,196.0,196.0,0.0,196.0,28836.239999999998,28836.239999999998,28836.24,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-11,2024-11-01,438.0,438.0,0.0,438.0,34894.16,34894.16,34894.16,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2024-12,2024-12-01,185.0,185.0,0.0,185.0,18641.3,18641.3,18641.3,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-01,2025-01-01,259.0,259.0,0.0,259.0,45402.770000000004,45402.770000000004,45402.77,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-02,2025-02-01,192.0,192.0,0.0,192.0,35394.299999999996,35394.299999999996,35394.3,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-03,2025-03-01,63.0,63.0,162.5,225.5,11490.14,11490.14,41127.41,0.0,0.0,True,deep_drop_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-04,2025-04-01,318.0,318.0,0.0,318.0,9291.93,9291.93,9291.93,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-05,2025-05-01,111.0,111.0,0.0,111.0,4037.84,4037.84,4037.84,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-06,2025-06-01,625.0,625.0,0.0,625.0,23312.2,23312.2,23312.2,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-07,2025-07-01,155.0,155.0,0.0,155.0,21874.44,21874.44,21874.44,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-08,2025-08-01,111.0,111.0,0.0,111.0,17725.86,17725.86,17725.86,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-09,2025-09-01,94.0,94.0,172.0,266.0,18014.82,18014.82,50978.11,0.0,0.0,True,deep_drop_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-10,2025-10-01,377.0,377.0,0.0,377.0,24979.57,24979.57,24979.57,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-11,2025-11-01,454.0,454.0,0.0,454.0,35305.58,35305.58,35305.58,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,2025-12,2025-12-01,869.0,867.0,0.0,867.0,17726.47,17067.29,17067.29,2.0,659.1800000000003,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-01,2023-01-01,148.0,148.0,0.0,148.0,21658.0,21658.0,21658.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-02,2023-02-01,130.0,130.0,0.0,130.0,26922.96,26922.96,26922.96,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-03,2023-03-01,488.0,488.0,0.0,488.0,59848.68,59848.68,59848.68,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-04,2023-04-01,299.0,299.0,0.0,299.0,55851.340000000004,55851.340000000004,55851.34,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-05,2023-05-01,185.0,185.0,0.0,185.0,32440.03,32440.03,32440.03,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-06,2023-06-01,228.0,228.0,0.0,228.0,39486.82,39486.82,39486.82,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-07,2023-07-01,165.0,165.0,0.0,165.0,27230.56,27230.56,27230.56,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-08,2023-08-01,231.0,231.0,0.0,231.0,40235.31,40235.31,40235.31,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-09,2023-09-01,475.0,475.0,0.0,475.0,92678.26999999999,92678.26999999999,92678.27,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-10,2023-10-01,288.0,288.0,0.0,288.0,50259.84,50259.84,50259.84,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-11,2023-11-01,376.0,376.0,0.0,376.0,33868.05,33868.05,33868.05,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2023-12,2023-12-01,547.0,547.0,0.0,547.0,30647.86,30647.86,30647.86,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-01,2024-01-01,282.0,282.0,0.0,282.0,30959.81,30959.81,30959.81,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-02,2024-02-01,270.0,270.0,0.0,270.0,38738.03,38738.03,38738.03,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-03,2024-03-01,408.0,408.0,0.0,408.0,45429.71,45429.71,45429.71,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-04,2024-04-01,188.0,188.0,0.0,188.0,31446.52,31446.52,31446.52,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-05,2024-05-01,561.0,561.0,0.0,561.0,51797.18,51797.18,51797.18,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-06,2024-06-01,206.0,206.0,0.0,206.0,35548.12,35548.12,35548.12,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-07,2024-07-01,317.0,317.0,0.0,317.0,65897.04000000001,65897.04000000001,65897.04,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-08,2024-08-01,166.0,166.0,0.0,166.0,22655.6,22655.6,22655.6,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-09,2024-09-01,455.0,455.0,0.0,455.0,42822.1,42822.1,42822.1,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-10,2024-10-01,186.0,186.0,0.0,186.0,41513.700000000004,41513.700000000004,41513.7,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-11,2024-11-01,464.0,464.0,0.0,464.0,43958.06,43958.06,43958.06,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2024-12,2024-12-01,228.0,228.0,0.0,228.0,35710.020000000004,35710.020000000004,35710.02,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-01,2025-01-01,224.0,224.0,0.0,224.0,29629.940000000002,29629.940000000002,29629.94,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-02,2025-02-01,126.0,126.0,0.0,126.0,18264.22,18264.22,18264.22,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-03,2025-03-01,262.0,262.0,0.0,262.0,53861.99,53861.99,53861.99,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-04,2025-04-01,191.0,191.0,0.0,191.0,26555.920000000002,26555.920000000002,26555.92,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-05,2025-05-01,128.0,128.0,0.0,128.0,20209.06,20209.06,20209.06,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-06,2025-06-01,206.0,206.0,0.0,206.0,41169.76,41169.76,41169.76,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-07,2025-07-01,180.0,180.0,0.0,180.0,32940.65,32940.65,32940.65,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-08,2025-08-01,211.0,211.0,0.0,211.0,38066.96,38066.96,38066.96,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-09,2025-09-01,200.0,200.0,0.0,200.0,41111.21,41111.21,41111.21,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-10,2025-10-01,228.0,228.0,0.0,228.0,46108.41,46108.41,46108.41,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-11,2025-11-01,466.0,466.0,0.0,466.0,35928.45,35928.45,35928.45,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,2025-12,2025-12-01,231.0,231.0,0.0,231.0,31658.320000000003,31658.320000000003,31658.32,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-01,2023-01-01,71.0,71.0,0.0,71.0,12551.609999999999,12551.609999999999,12551.61,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-02,2023-02-01,155.0,155.0,0.0,155.0,29328.85,29328.85,29328.85,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-03,2023-03-01,101.0,101.0,0.0,101.0,16670.0,16670.0,16670.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-04,2023-04-01,336.0,336.0,0.0,336.0,19407.949999999997,19407.949999999997,19407.95,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-05,2023-05-01,185.0,185.0,0.0,185.0,31005.789999999997,31005.789999999997,31005.79,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-06,2023-06-01,121.0,121.0,0.0,121.0,15852.74,15852.74,15852.74,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-07,2023-07-01,76.0,76.0,0.0,76.0,14923.35,14923.35,14923.35,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-08,2023-08-01,405.0,405.0,0.0,405.0,20435.579999999998,20435.579999999998,20435.58,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-09,2023-09-01,123.0,123.0,0.0,123.0,23452.6,23452.6,23452.6,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-10,2023-10-01,94.0,94.0,0.0,94.0,17702.72,17702.72,17702.72,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-11,2023-11-01,99.0,99.0,0.0,99.0,14353.210000000001,14353.210000000001,14353.21,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2023-12,2023-12-01,194.0,194.0,0.0,194.0,29849.410000000003,29849.410000000003,29849.41,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-01,2024-01-01,257.0,257.0,0.0,257.0,25438.19,25438.19,25438.19,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-02,2024-02-01,61.0,61.0,99.0,160.0,14608.869999999999,14608.869999999999,38318.35,0.0,0.0,True,deep_drop_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-03,2024-03-01,95.0,95.0,0.0,95.0,22090.44,22090.44,22090.44,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-04,2024-04-01,126.0,126.0,0.0,126.0,26103.15,26103.15,26103.15,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-05,2024-05-01,111.0,111.0,0.0,111.0,24688.83,24688.83,24688.83,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-06,2024-06-01,93.0,93.0,0.0,93.0,21984.73,21984.73,21984.73,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-07,2024-07-01,58.0,58.0,0.0,58.0,12204.54,12204.54,12204.54,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-08,2024-08-01,121.0,121.0,0.0,121.0,17731.68,17731.68,17731.68,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-09,2024-09-01,207.0,207.0,0.0,207.0,41824.369999999995,41824.369999999995,41824.37,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-10,2024-10-01,411.0,411.0,0.0,411.0,27838.93,27838.93,27838.93,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-11,2024-11-01,143.0,143.0,0.0,143.0,31491.45,31491.45,31491.45,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2024-12,2024-12-01,294.0,294.0,0.0,294.0,39766.95,39766.95,39766.95,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-01,2025-01-01,54.0,54.0,0.0,54.0,13558.310000000001,13558.310000000001,13558.31,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-02,2025-02-01,49.0,49.0,0.0,49.0,11422.89,11422.89,11422.89,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-03,2025-03-01,54.0,54.0,0.0,54.0,13076.32,13076.32,13076.32,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-04,2025-04-01,155.0,155.0,0.0,155.0,22039.63,22039.63,22039.63,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-05,2025-05-01,90.0,90.0,0.0,90.0,8976.17,8976.17,8976.17,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-06,2025-06-01,88.0,88.0,0.0,88.0,16490.260000000002,16490.260000000002,16490.26,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-07,2025-07-01,48.0,48.0,0.0,48.0,11337.76,11337.76,11337.76,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-08,2025-08-01,49.0,49.0,0.0,49.0,12859.31,12859.31,12859.31,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-09,2025-09-01,48.0,48.0,121.0,169.0,11733.25,11733.25,41310.82,0.0,0.0,True,deep_drop_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-10,2025-10-01,289.0,289.0,0.0,289.0,26858.420000000002,26858.420000000002,26858.42,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-11,2025-11-01,607.0,550.0,0.0,550.0,35279.97,33632.03,33632.03,57.0,1647.9400000000023,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,2025-12,2025-12-01,609.0,609.0,0.0,609.0,42147.93,42147.93,42147.93,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-01,2024-01-01,21.0,21.0,0.0,21.0,615.0,615.0,615.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-02,2024-02-01,0.0,0.0,21.0,21.0,0.0,0.0,615.0,0.0,0.0,True,zero_sales_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-03,2024-03-01,0.0,0.0,21.0,21.0,0.0,0.0,615.0,0.0,0.0,True,zero_sales_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-04,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-05,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-06,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-07,2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-08,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-09,2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-10,2024-10-01,0.0,0.0,1.0,1.0,0.0,0.0,29.29,0.0,0.0,True,zero_sales_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-11,2024-11-01,0.0,0.0,4.0,4.0,0.0,0.0,117.14,0.0,0.0,True,zero_sales_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2024-12,2024-12-01,1.0,1.0,0.0,1.0,25.95,25.95,25.95,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2025-01,2025-01-01,7.0,7.0,17.0,24.0,247.09,247.09,847.17,0.0,0.0,True,deep_drop_gap
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2025-02,2025-02-01,26.0,26.0,0.0,26.0,741.3199999999999,741.3199999999999,741.32,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2025-03,2025-03-01,24.0,24.0,0.0,24.0,741.3,741.3,741.3,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2025-04,2025-04-01,30.0,30.0,0.0,30.0,836.66,836.66,836.66,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,E1,UNMAPPED,2025-05,2025-05-01,3.0,3.0,0.0,3.0,74.13,74.13,74.13,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-03,2025-03-01,30.0,30.0,0.0,30.0,801.69,801.69,801.69,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-04,2025-04-01,39.0,39.0,0.0,39.0,1027.46,1027.46,1027.46,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-05,2025-05-01,68.0,68.0,0.0,68.0,1732.3600000000001,1732.3600000000001,1732.36,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-06,2025-06-01,134.0,134.0,0.0,134.0,3407.12,3407.12,3407.12,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-07,2025-07-01,70.0,70.0,0.0,70.0,1750.22,1750.22,1750.22,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-08,2025-08-01,57.0,57.0,0.0,57.0,1475.69,1475.69,1475.69,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-09,2025-09-01,85.0,85.0,0.0,85.0,2134.58,2134.58,2134.58,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-10,2025-10-01,86.0,86.0,0.0,86.0,2209.7,2209.7,2209.7,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-11,2025-11-01,79.0,79.0,0.0,79.0,2002.74,2002.74,2002.74,0.0,0.0,False,none
A-61012,Wild AM GSG Instant Tea 3gx10x8,W,UNMAPPED,2025-12,2025-12-01,189.0,189.0,0.0,189.0,4544.98,4544.98,4544.98,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-01,2023-01-01,174.0,174.0,0.0,174.0,3572.09,3572.09,3572.09,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-02,2023-02-01,213.0,213.0,0.0,213.0,4465.51,4465.51,4465.51,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-03,2023-03-01,299.0,299.0,0.0,299.0,18681.48,18681.48,18681.48,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-04,2023-04-01,109.0,109.0,178.5,287.5,6446.42,6446.42,17003.17,0.0,0.0,True,deep_drop_gap
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-05,2023-05-01,386.0,386.0,0.0,386.0,26764.25,26764.25,26764.25,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-06,2023-06-01,276.0,276.0,0.0,276.0,11171.37,11171.37,11171.37,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-07,2023-07-01,168.0,168.0,0.0,168.0,7951.530000000001,7951.530000000001,7951.53,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-08,2023-08-01,149.0,149.0,0.0,149.0,13604.17,13604.17,13604.17,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-09,2023-09-01,205.0,205.0,0.0,205.0,15221.85,15221.85,15221.85,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-10,2023-10-01,411.0,411.0,0.0,411.0,32852.93000000001,32852.93000000001,32852.93,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-11,2023-11-01,510.0,510.0,0.0,510.0,24420.19,24420.19,24420.19,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2023-12,2023-12-01,166.0,166.0,0.0,166.0,14664.22,14664.22,14664.22,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-01,2024-01-01,408.0,408.0,0.0,408.0,27133.100000000002,27133.100000000002,27133.1,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-02,2024-02-01,214.0,214.0,0.0,214.0,14904.88,14904.88,14904.88,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-03,2024-03-01,371.0,371.0,0.0,371.0,25048.89,25048.89,25048.89,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-04,2024-04-01,367.0,367.0,0.0,367.0,16028.72,16028.72,16028.72,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-05,2024-05-01,393.0,393.0,0.0,393.0,24071.6,24071.6,24071.6,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-06,2024-06-01,240.0,240.0,0.0,240.0,15703.58,15703.58,15703.58,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-07,2024-07-01,248.0,248.0,0.0,248.0,12404.79,12404.79,12404.79,0.0,0.0,False,none
A-61117,AM GSG Candy 1 lb / Bag,1,SF,2024-08,2024-08-01,95.0,95.0,149.0,244.0,8129.32,8129.32,20879.52,0.0,0.0,True,deep_drop_gap
