month,month_start,ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,raw_units,raw_revenue,organic_units,organic_revenue,promo_units,promo_revenue,within_active_span,baseline_units,prev_raw_units,next_raw_units,est_unit_price,zero_sales_gap,deep_drop_gap,likely_stockout,stockout_reason,suppressed_units_est,cleaned_units,cleaned_revenue_est
2025-07,2025-07-01,A-61280,POP AM GSG RT Tea 80ct,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,5.5,8.0,0.0,8124.8175,True,False,True,zero_sales_gap,5.5,5.5,44686.5
2025-08,2025-08-01,A-61280,POP AM GSG RT Tea 80ct,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,5.5,0.0,3.0,8124.8175,True,False,True,zero_sales_gap,5.5,5.5,44686.5
2023-02,2023-02-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,12.0,23.0,12.0,7685.607826086955,True,False,True,zero_sales_gap,12.0,12.0,92227.29
2023-04,2023-04-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,3.0,20796.35,3.0,20796.35,0.0,0.0,True,12.0,12.0,15.0,6932.116666666666,False,True,True,deep_drop_gap,9.0,12.0,83185.4
2023-08,2023-08-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,3.0,20796.35,3.0,20796.35,0.0,0.0,True,8.0,18.0,8.0,6932.116666666666,False,True,True,deep_drop_gap,5.0,8.0,55456.93
2023-10,2023-10-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,7.5,8.0,13.0,7798.631249999999,True,False,True,zero_sales_gap,7.5,7.5,58489.73
2024-04,2024-04-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,7.5,30.0,8.0,7278.723,True,False,True,zero_sales_gap,7.5,7.5,54590.42
2024-08,2024-08-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,7.0,4.0,7.0,0.0,True,False,True,zero_sales_gap,7.0,7.0,0.0
2025-02,2025-02-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,6.5,34.0,7.0,0.0,True,False,True,zero_sales_gap,6.5,6.5,0.0
2025-04,2025-04-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,7.0,7.0,0.0,7737.921428571428,True,False,True,zero_sales_gap,7.0,7.0,54165.45
2025-05,2025-05-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,17.0,0.0,0.0,7737.921428571428,True,False,True,zero_sales_gap,17.0,17.0,131544.66
2025-06,2025-06-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,17.0,0.0,17.0,7737.921428571428,True,False,True,zero_sales_gap,17.0,17.0,131544.66
2025-08,2025-08-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,21.0,17.0,0.0,5735.165294117647,True,False,True,zero_sales_gap,21.0,21.0,120438.47
2025-09,2025-09-01,A-61280,POP AM GSG RT Tea 80ct,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,17.0,0.0,25.0,5735.165294117647,True,False,True,zero_sales_gap,17.0,17.0,97497.81
2023-07,2023-07-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,1,SF,103.0,4165.0599999999995,103.0,4165.0599999999995,0.0,0.0,True,1579.0,1455.0,1703.0,40.437475728155334,False,True,True,deep_drop_gap,1476.0,1579.0,63850.77
2023-07,2023-07-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,72.0,3338.35,72.0,3338.35,0.0,0.0,True,196.0,456.0,207.0,46.36597222222222,False,True,True,deep_drop_gap,124.0,196.0,9087.73
2023-10,2023-10-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,22.0,928.14,22.0,928.14,0.0,0.0,True,177.0,185.0,169.0,42.18818181818182,False,True,True,deep_drop_gap,155.0,177.0,7467.31
2023-12,2023-12-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,59.0,3049.56,59.0,3049.56,0.0,0.0,True,169.0,169.0,226.0,51.68745762711864,False,True,True,deep_drop_gap,110.0,169.0,8735.18
2024-02,2024-02-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,0.0,0.0,0.0,0.0,0.0,0.0,True,158.0,226.0,90.0,50.18181415929204,True,False,True,zero_sales_gap,158.0,158.0,7928.73
2024-11,2024-11-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,210.0,11137.64,210.0,11137.64,0.0,0.0,True,545.5,1063.0,798.0,53.03638095238095,False,True,True,deep_drop_gap,335.5,545.5,28931.35
2025-01,2025-01-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,108.0,6105.09,108.0,6105.09,0.0,0.0,True,310.0,798.0,119.0,56.52861111111111,False,True,True,deep_drop_gap,202.0,310.0,17523.87
2025-02,2025-02-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,119.0,5480.35,119.0,5480.35,0.0,0.0,True,350.0,108.0,410.0,46.05336134453782,False,True,True,deep_drop_gap,231.0,350.0,16118.68
2025-06,2025-06-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,59.0,3300.05,59.0,3300.05,0.0,0.0,True,196.0,102.0,31.0,55.93305084745763,False,True,True,deep_drop_gap,137.0,196.0,10962.88
2025-07,2025-07-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,31.0,2062.4,31.0,2062.4,0.0,0.0,True,80.5,59.0,551.0,66.52903225806452,False,True,True,deep_drop_gap,49.5,80.5,5355.59
2025-09,2025-09-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,29.0,1451.14,29.0,1451.14,0.0,0.0,True,104.0,551.0,62.0,50.03931034482759,False,True,True,deep_drop_gap,75.0,104.0,5204.09
2024-02,2024-02-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,3,LA,452.0,17186.760000000002,452.0,17186.760000000002,0.0,0.0,True,1790.0,1676.0,408.0,38.02380530973452,False,True,True,deep_drop_gap,1338.0,1790.0,68062.61
2024-03,2024-03-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,3,LA,408.0,16246.68,408.0,16246.68,0.0,0.0,True,1412.5,452.0,2948.0,39.82029411764706,False,True,True,deep_drop_gap,1004.5,1412.5,56246.17
2025-02,2025-02-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,3,LA,324.0,12540.12,324.0,12540.12,0.0,0.0,True,1675.5,1076.0,1434.0,38.70407407407408,False,True,True,deep_drop_gap,1351.5,1675.5,64848.68
2025-08,2025-08-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,3,LA,431.0,16528.47,431.0,16528.47,0.0,0.0,True,1304.0,736.0,1555.0,38.34911832946636,False,True,True,deep_drop_gap,873.0,1304.0,50007.25
2025-01,2025-01-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,E1,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,7.5,14.0,0.0,91.96000000000001,True,False,True,zero_sales_gap,7.5,7.5,689.7
2025-02,2025-02-01,AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,E1,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,4.0,0.0,1.0,91.96000000000001,True,False,True,zero_sales_gap,4.0,4.0,367.84
2024-11,2024-11-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,398.0,2215.0,325.0,22.015706546275393,True,False,True,zero_sales_gap,398.0,398.0,8762.25
2025-09,2025-09-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,1,SF,98.0,3067.68,98.0,3067.68,0.0,0.0,True,259.5,297.0,98.0,31.302857142857142,False,True,True,deep_drop_gap,161.5,259.5,8123.09
2025-10,2025-10-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,1,SF,98.0,3311.9199999999996,98.0,3311.9199999999996,0.0,0.0,True,259.5,98.0,222.0,33.795102040816325,False,True,True,deep_drop_gap,161.5,259.5,8769.83
2025-07,2025-07-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,2,NJ,26.0,738.4399999999999,26.0,738.4399999999999,0.0,0.0,True,129.0,187.0,109.0,28.401538461538458,False,True,True,deep_drop_gap,103.0,129.0,3663.8
2025-02,2025-02-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,3,LA,19.0,426.07,19.0,426.07,0.0,0.0,True,198.0,231.0,198.0,22.42473684210526,False,True,True,deep_drop_gap,179.0,198.0,4440.1
2025-05,2025-05-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,3,LA,9.0,255.64,9.0,255.64,0.0,0.0,True,45.0,70.0,4.0,28.404444444444444,False,True,True,deep_drop_gap,36.0,45.0,1278.2
2025-06,2025-06-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,3,LA,4.0,127.82,4.0,127.82,0.0,0.0,True,15.5,9.0,20.0,31.955,False,True,True,deep_drop_gap,11.5,15.5,495.3
2025-10,2025-10-01,AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,3,LA,10.0,1988.32,10.0,1988.32,0.0,0.0,True,57.0,44.0,72.0,198.832,False,True,True,deep_drop_gap,47.0,57.0,11333.42
2023-02,2023-02-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,1,SF,1880.0,18737.35,1880.0,18737.35,0.0,0.0,True,5338.0,493.0,7419.0,9.966675531914893,False,True,True,deep_drop_gap,3458.0,5338.0,53202.11
2023-08,2023-08-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,1,SF,859.0,9744.869999999999,859.0,9744.869999999999,0.0,0.0,True,2665.0,1421.0,1650.0,11.344435389988357,False,True,True,deep_drop_gap,1806.0,2665.0,30232.92
2024-01,2024-01-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,1,SF,854.0,10168.68,854.0,10168.68,0.0,0.0,True,3982.5,2785.0,1909.0,11.90711943793911,False,True,True,deep_drop_gap,3128.5,3982.5,47420.1
2024-07,2024-07-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,1,SF,1010.0,11398.59,1010.0,11398.59,0.0,0.0,True,2846.5,3094.0,1993.0,11.285732673267328,False,True,True,deep_drop_gap,1836.5,2846.5,32124.84
2023-06,2023-06-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,2,NJ,42.0,746.73,42.0,746.73,0.0,0.0,True,258.0,85.0,424.0,17.779285714285713,False,True,True,deep_drop_gap,216.0,258.0,4587.06
2025-11,2025-11-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,2,NJ,100.0,1412.79,100.0,1412.79,0.0,0.0,True,377.0,377.0,279.0,14.1279,False,True,True,deep_drop_gap,277.0,377.0,5326.22
2023-05,2023-05-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,3,LA,449.0,5345.5,449.0,5345.5,0.0,0.0,True,2951.0,4062.0,1840.0,11.905345211581292,False,True,True,deep_drop_gap,2502.0,2951.0,35132.67
2023-07,2023-07-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,3,LA,448.0,5655.169999999999,448.0,5655.169999999999,0.0,0.0,True,1483.5,1840.0,1127.0,12.62314732142857,False,True,True,deep_drop_gap,1035.5,1483.5,18726.44
2025-01,2025-01-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,E1,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,4.5,6.0,0.0,28.92833333333333,True,False,True,zero_sales_gap,4.5,4.5,130.18
2025-02,2025-02-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,E1,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,6.0,0.0,3.0,28.92833333333333,True,False,True,zero_sales_gap,6.0,6.0,173.57
2025-05,2025-05-01,AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,E1,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,3.0,6.0,1.0,32.235,True,False,True,zero_sales_gap,3.0,3.0,96.7
2025-02,2025-02-01,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,1,SF,128.0,7286.13,128.0,7286.13,0.0,0.0,True,350.5,332.0,369.0,56.922890625,False,True,True,deep_drop_gap,222.5,350.5,19951.47
2024-07,2024-07-01,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,3,LA,6.0,1084.8500000000001,6.0,1084.8500000000001,0.0,0.0,True,111.5,124.0,32.0,180.80833333333337,False,True,True,deep_drop_gap,105.5,111.5,20160.13
2024-08,2024-08-01,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,3,LA,32.0,4671.33,32.0,4671.33,0.0,0.0,True,122.5,6.0,163.0,145.9790625,False,True,True,deep_drop_gap,90.5,122.5,17882.44
2024-11,2024-11-01,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,3,LA,27.0,10765.22,27.0,10765.22,0.0,0.0,True,118.0,121.0,115.0,398.7118518518518,False,True,True,deep_drop_gap,91.0,118.0,47048.0
2025-02,2025-02-01,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,3,LA,24.0,2882.08,24.0,2882.08,0.0,0.0,True,84.5,74.0,95.0,120.08666666666666,False,True,True,deep_drop_gap,60.5,84.5,10147.32
2025-07,2025-07-01,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,3,LA,6.0,2569.12,6.0,2569.12,0.0,0.0,True,35.0,31.0,22.0,428.18666666666667,False,True,True,deep_drop_gap,29.0,35.0,14986.53
2023-07,2023-07-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,1,SF,490.0,12382.15,490.0,12382.15,0.0,0.0,True,1836.0,2452.0,1111.0,25.26969387755102,False,True,True,deep_drop_gap,1346.0,1836.0,46395.16
2023-08,2023-08-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,1,SF,1111.0,26359.79,1111.0,26359.79,0.0,0.0,True,3634.5,490.0,5206.0,23.726183618361837,False,True,True,deep_drop_gap,2523.5,3634.5,86232.81
2024-06,2024-06-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,2,NJ,259.0,7365.32,259.0,7365.32,0.0,0.0,True,812.5,1214.0,506.0,28.437528957528958,False,True,True,deep_drop_gap,553.5,812.5,23105.49
2024-08,2024-08-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,2,NJ,178.0,4916.86,178.0,4916.86,0.0,0.0,True,624.5,506.0,743.0,27.622808988764042,False,True,True,deep_drop_gap,446.5,624.5,17250.44
2024-12,2024-12-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,2,NJ,264.0,7404.16,264.0,7404.16,0.0,0.0,True,927.5,723.0,860.0,28.046060606060607,False,True,True,deep_drop_gap,663.5,927.5,26012.72
2025-11,2025-11-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,2,NJ,239.0,6961.9400000000005,239.0,6961.9400000000005,0.0,0.0,True,823.0,823.0,692.0,29.129456066945608,False,True,True,deep_drop_gap,584.0,823.0,23973.54
2023-03,2023-03-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,176.0,3035.77,176.0,3035.77,0.0,0.0,True,596.5,725.0,420.0,17.248693181818183,False,True,True,deep_drop_gap,420.5,596.5,10288.85
2023-07,2023-07-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,199.0,4289.22,199.0,4289.22,0.0,0.0,True,764.0,989.0,157.0,21.55386934673367,False,True,True,deep_drop_gap,565.0,764.0,16467.16
2023-10,2023-10-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,93.0,2279.83,93.0,2279.83,0.0,0.0,True,621.5,539.0,704.0,24.514301075268815,False,True,True,deep_drop_gap,528.5,621.5,15235.64
2024-03,2024-03-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,103.0,2160.29,103.0,2160.29,0.0,0.0,True,669.0,950.0,210.0,20.97368932038835,False,True,True,deep_drop_gap,566.0,669.0,14031.4
2024-04,2024-04-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,210.0,4954.04,210.0,4954.04,0.0,0.0,True,698.0,103.0,1511.0,23.590666666666667,False,True,True,deep_drop_gap,488.0,698.0,16466.29
2024-07,2024-07-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,102.0,2139.38,102.0,2139.38,0.0,0.0,True,978.5,446.0,334.0,20.974313725490198,False,True,True,deep_drop_gap,876.5,978.5,20523.37
2024-10,2024-10-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,423.0,8330.43,423.0,8330.43,0.0,0.0,True,1281.5,1951.0,2135.0,19.69368794326241,False,True,True,deep_drop_gap,858.5,1281.5,25237.46
2025-02,2025-02-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,282.0,6645.23,282.0,6645.23,0.0,0.0,True,784.5,419.0,957.0,23.564645390070922,False,True,True,deep_drop_gap,502.5,784.5,18486.46
2025-07,2025-07-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,102.0,2660.79,102.0,2660.79,0.0,0.0,True,790.0,980.0,600.0,26.086176470588235,False,True,True,deep_drop_gap,688.0,790.0,20608.08
2025-09,2025-09-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,3,LA,133.0,3757.3600000000006,133.0,3757.3600000000006,0.0,0.0,True,628.5,600.0,657.0,28.250827067669178,False,True,True,deep_drop_gap,495.5,628.5,17755.64
2025-04,2025-04-01,AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,W,UNMAPPED,123.0,3999.6500000000005,123.0,3999.6500000000005,0.0,0.0,True,427.0,52.0,802.0,32.51747967479675,False,True,True,deep_drop_gap,304.0,427.0,13884.96
2024-02,2024-02-01,AC-B9SL,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,1173.0,1173.0,0.0,58.8495737425405,True,False,True,zero_sales_gap,1173.0,1173.0,69030.55
2024-03,2024-03-01,AC-B9SL,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,1173.0,0.0,0.0,58.8495737425405,True,False,True,zero_sales_gap,1173.0,1173.0,69030.55
2024-11,2024-11-01,AC-B9SL,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,34.0,0.0,0.0,58.8495737425405,True,False,True,zero_sales_gap,34.0,34.0,2000.89
2024-12,2024-12-01,AC-B9SL,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,34.0,0.0,34.0,58.8495737425405,True,False,True,zero_sales_gap,34.0,34.0,2000.89
2023-02,2023-02-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,17451.0,17451.0,0.0,58.84071972952839,True,False,True,zero_sales_gap,17451.0,17451.0,1026829.4
2023-03,2023-03-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,13418.5,0.0,0.0,58.84071972952839,True,False,True,zero_sales_gap,13418.5,13418.5,789554.2
2023-04,2023-04-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,9386.0,0.0,9386.0,58.84071972952839,True,False,True,zero_sales_gap,9386.0,9386.0,552279.0
2023-06,2023-06-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,9386.0,9386.0,23474.0,58.837031749414024,True,False,True,zero_sales_gap,9386.0,9386.0,552244.38
2023-08,2023-08-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,5866.0,345152.74,5866.0,345152.74,0.0,0.0,True,23474.0,23474.0,7039.0,58.83953972042277,False,True,True,deep_drop_gap,17608.0,23474.0,1381199.36
2024-02,2024-02-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,4.0,33553.0,12905.0,58.84045122641791,True,False,True,zero_sales_gap,4.0,4.0,235.36
2024-04,2024-04-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,12905.0,12905.0,0.0,58.84045176288261,True,False,True,zero_sales_gap,12905.0,12905.0,759336.03
2024-05,2024-05-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,12905.0,0.0,0.0,58.84045176288261,True,False,True,zero_sales_gap,12905.0,12905.0,759336.03
2024-06,2024-06-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,8799.0,0.0,0.0,58.84045176288261,True,False,True,zero_sales_gap,8799.0,8799.0,517737.14
2024-07,2024-07-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,26545.0,0.0,8799.0,58.84045176288261,True,False,True,zero_sales_gap,26545.0,26545.0,1561919.79
2025-02,2025-02-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,2.5,14079.0,0.0,0.0,True,False,True,zero_sales_gap,2.5,2.5,0.0
2025-03,2025-03-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,True,False,True,zero_sales_gap,1.0,1.0,0.0
2025-06,2025-06-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,11732.0,0.0,0.0,0.0,True,False,True,zero_sales_gap,11732.0,11732.0,0.0
2025-07,2025-07-01,AC-B9SL,POP AM GSG Root Slices 9 oz,U,UNMAPPED,0.0,0.0,0.0,0.0,0.0,0.0,True,21117.5,0.0,11732.0,0.0,True,False,True,zero_sales_gap,21117.5,21117.5,0.0
2023-02,2023-02-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,2148.0,4296.0,1074.0,58.838589385474855,True,False,True,zero_sales_gap,2148.0,2148.0,126385.29
2023-12,2023-12-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,2148.0,2148.0,12888.0,58.838589385474855,True,False,True,zero_sales_gap,2148.0,2148.0,126385.29
2024-03,2024-03-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,8592.0,7518.0,0.0,58.83859005054535,True,False,True,zero_sales_gap,8592.0,8592.0,505541.17
2024-04,2024-04-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,3228.5,0.0,4296.0,58.83859005054535,True,False,True,zero_sales_gap,3228.5,3228.5,189960.39
2024-12,2024-12-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,2148.0,135406.67,0.0,0.0,2148.0,135406.67,True,6981.0,8592.0,4296.0,63.03848696461826,False,True,True,deep_drop_gap,6981.0,6981.0,440071.68
2025-02,2025-02-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,4296.0,4296.0,0.0,63.03848696461826,True,False,True,zero_sales_gap,4296.0,4296.0,270813.34
2025-03,2025-03-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,4296.0,0.0,4296.0,63.03848696461826,True,False,True,zero_sales_gap,4296.0,4296.0,270813.34
2025-05,2025-05-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,4296.0,4296.0,4296.0,63.03848696461826,True,False,True,zero_sales_gap,4296.0,4296.0,270813.34
2025-07,2025-07-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,4296.0,4296.0,0.0,63.03848696461826,True,False,True,zero_sales_gap,4296.0,4296.0,270813.34
2025-08,2025-08-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,4296.0,0.0,4296.0,63.03848696461826,True,False,True,zero_sales_gap,4296.0,4296.0,270813.34
2025-10,2025-10-01,AC-B9SLE,POP AM GSG Root Slices 9 oz,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,4296.0,4296.0,3222.0,63.03848696461826,True,False,True,zero_sales_gap,4296.0,4296.0,270813.34
2023-09,2023-09-01,D-13200N,POP Organic Green Tea 1.8gx100,2,NJ,2.0,17.98,2.0,17.98,0.0,0.0,True,32.0,32.0,10.0,8.99,False,True,True,deep_drop_gap,30.0,32.0,287.68
2023-03,2023-03-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,192.0,192.0,0.0,24.0,True,False,True,zero_sales_gap,192.0,192.0,4608.0
2023-04,2023-04-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,117.0,0.0,0.0,24.0,True,False,True,zero_sales_gap,117.0,117.0,2808.0
2023-05,2023-05-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,0.0,0.0,0.0,0.0,0.0,0.0,True,55.0,0.0,42.0,24.0,True,False,True,zero_sales_gap,55.0,55.0,1320.0
2023-09,2023-09-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,65.0,1222.43,30.0,514.43,35.0,708.0000000000001,True,253.0,604.0,382.0,17.147666666666666,False,True,True,deep_drop_gap,223.0,253.0,4338.36
2023-11,2023-11-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,124.0,2173.59,124.0,2173.59,0.0,0.0,True,393.5,382.0,566.0,17.528951612903228,False,True,True,deep_drop_gap,269.5,393.5,6897.64
2023-04,2023-04-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,0.0,0.0,0.0,0.0,0.0,0.0,True,59.0,33.0,0.0,24.0,True,False,True,zero_sales_gap,59.0,59.0,1416.0
2023-05,2023-05-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,0.0,0.0,0.0,0.0,0.0,0.0,True,59.0,0.0,59.0,24.0,True,False,True,zero_sales_gap,59.0,59.0,1416.0
2023-10,2023-10-01,D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,48.0,990.28,48.0,990.28,0.0,0.0,True,205.5,64.0,231.0,20.63083333333333,False,True,True,deep_drop_gap,157.5,205.5,4239.64
