ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,available_units,on_hand_units,forecast_units_monthly,daily_forecast_units,recent_3m_cleaned_avg,recent_12m_suppressed_units,stockout_months_last12,dominant_super_channel,channel_forecast_breakdown,lead_time_days,lead_time_source,service_z,safety_stock_units,reorder_point_units,target_inventory_units,inventory_gap_units,days_of_supply,projected_runout_date,alert_status,priority,suggested_order_date,recommended_order_units,recommended_order_units_rounded,recommended_order_cases,case_pack_units,moq_units,vendor_id,manufacturer,estimated_unit_cost,estimated_order_cost,vendor_brand,vendor_product_line,vendor_category,vendor_status,shipment_terms,planning_note,assumption_notes
D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),2,NJ,24769.0,33799.0,0.0,0.0,0.0,0.0,0,Other,,114.0,po_history_item_location,1.25,0.0,0.0,0.0,-24769.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,32.06,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-04011,POP In Ginger Honey Cytl 18gx30,2,NJ,25853.0,35877.0,0.0,0.0,0.0,0.0,0,Other,,116.5,po_history_item_location,1.25,0.0,0.0,0.0,-25853.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,46.09,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04075,POP Ginger Chews Blood Orange 8 oz,1,SF,34586.0,47181.0,1138.8,37.46,0.0,1179.0,1,Asian Market,Asian Market:1136.5; eCom:1.3; Other:1.1,170.0,po_history_item_location,1.65,2316.3,8684.7,10745.0,-25901.3,923.3,2028-10-27,Healthy,Low,2028-03-09,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.9,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
F-04130,POP Ginger Chews Plus+ Original 3 oz,2,NJ,29824.0,62656.0,216.2,7.11,0.0,0.0,0,American Market,American Market:196.3; Asian Market:17.5; Other:2.0; eCom:0.3; Health Food:0.1,155.0,po_history_item_location,1.4,2319.9,3422.5,3842.1,-26401.5,4192.8,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,IM9SI1A,SNA,15.71,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),3,LA,32886.0,45798.0,771.5,25.38,0.0,0.0,0,American Market,American Market:394.8; Asian Market:206.5; Health Food:167.6; Other:1.9; eCom:0.6,148.0,po_history_item_location,1.4,1897.1,5652.9,7124.8,-27233.1,1295.9,2029-11-03,Healthy,Low,2029-03-26,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.14,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
T-31541,"Tiger Balm 50g, Ultra/St",3,LA,29109.0,30325.0,186.4,6.13,0.0,0.0,0,Asian Market,Asian Market:144.5; American Market:31.8; Other:9.1; eCom:0.8; Health Food:0.2,16.0,po_history_item_location,1.65,391.6,489.7,661.4,-28619.3,4746.1,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,32.0,19992.0,LC9T12A,HPH,52.89,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,
F-04130,POP Ginger Chews Plus+ Original 3 oz,3,LA,30960.0,47664.0,100.0,3.29,0.0,0.0,0,American Market,American Market:99.0; Health Food:0.8; Other:0.2,160.0,po_history_item_location,1.4,553.7,1080.0,1277.4,-29880.0,9411.8,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,IM9SI1A,SNA,16.02,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
F-04075,POP Ginger Chews Blood Orange 8 oz,2,NJ,48180.0,56045.0,2109.8,69.4,0.0,0.0,0,Asian Market,Asian Market:2104.5; American Market:4.2; eCom:1.0; Other:0.0,142.0,po_history_item_location,1.65,8212.3,18067.0,21467.6,-30113.0,694.2,2028-03-12,Healthy,Low,2027-06-25,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.56,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
F-04073,POP Ginger Chews Mango 8 oz,2,NJ,57987.0,64243.0,2899.6,95.38,0.0,0.0,0,Asian Market,Asian Market:2882.5; American Market:11.9; Health Food:4.5; eCom:0.5; Other:0.2,152.0,po_history_item_location,1.65,9711.2,24209.0,29073.4,-33778.0,608.0,2027-12-16,Healthy,Low,2027-04-07,0.0,0,0.0,8.0,,IM9SI1A,SNA,8.2,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),3,LA,36048.0,40404.0,167.8,5.52,0.0,0.0,0,Asian Market,American Market:66.1; Health Food:55.1; Asian Market:44.5; Other:1.3; eCom:0.7,152.0,po_history_item_location,1.65,748.3,1587.2,1868.7,-34460.8,6531.1,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.09,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
D-04061,POP Ginger Honey Cytl Original 10ct(6x6),1,SF,34934.0,44626.0,0.0,0.0,0.0,0.0,0,Other,,72.5,po_history_item_location,1.25,0.0,0.0,0.0,-34934.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,26.72,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-04061,POP Ginger Honey Cytl Original 10ct(6x6),2,NJ,35897.0,52079.0,0.0,0.0,0.0,0.0,0,Other,,107.0,po_history_item_location,1.25,0.0,0.0,0.0,-35897.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,28.56,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
T-47010,Kwan Loong Oil 2 fl oz,1,SF,40794.0,43446.0,38.9,1.28,0.0,192.0,1,Asian Market,Asian Market:20.0; American Market:10.8; Health Food:7.8; eCom:0.2; Other:0.1,43.0,po_history_item_location,1.65,87.2,142.2,180.6,-40651.8,31880.1,2036-04-15,Healthy,Low,2036-04-15,0.0,0,,,,LC9T12A,,30.48,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
F-04071,POP Ginger Chews Lemon 8 oz,2,NJ,64730.0,71618.0,2553.5,84.0,0.0,0.0,0,Asian Market,Asian Market:2525.0; American Market:18.9; Health Food:9.0; Other:0.4; eCom:0.3,141.0,po_history_item_location,1.65,11618.4,23462.0,27577.9,-41268.0,770.6,2028-05-27,Healthy,Low,2027-08-22,0.0,0,0.0,8.0,,IM9PT2A,PTA,8.17,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
T-31541,"Tiger Balm 50g, Ultra/St",1,SF,41701.0,50374.0,63.8,2.1,0.0,0.0,0,American Market,American Market:41.3; Health Food:13.5; Asian Market:7.5; Other:1.3; eCom:0.2,28.0,po_history_item_location,1.4,129.3,188.1,261.5,-41512.9,19870.1,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,32.0,19992.0,LC9T12A,HPH,52.84,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-47010,Kwan Loong Oil 2 fl oz,2,NJ,42877.0,43357.0,65.3,2.15,0.0,0.0,0,Asian Market,Asian Market:38.5; Health Food:12.8; American Market:9.8; Other:4.3,43.0,po_history_item_location,1.65,188.8,281.2,345.7,-42595.8,19945.8,2036-04-15,Healthy,Low,2036-04-15,0.0,0,,,,LC9T12A,,30.65,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,
F-04076,POP Ginger Chews Assorted 8 oz,1,SF,50657.0,97462.0,14.4,0.47,0.0,1849.5,4,Asian Market,Asian Market:9.0; eCom:3.4; Other:1.3; American Market:0.7,141.5,po_history_item_location,1.65,2711.1,2778.1,2801.3,-47878.9,106942.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,8.0,,IM9SI1A,SNA,8.83,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),1,SF,54246.0,62442.0,371.3,12.21,0.0,0.0,0,American Market,Health Food:198.1; Asian Market:115.5; American Market:45.8; Other:8.7; eCom:3.1,144.0,po_history_item_location,1.4,1745.6,3504.4,4200.6,-50741.6,4441.3,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.34,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
F-04070,POP Ginger Chews Original 8 oz,2,NJ,86316.0,99644.0,4305.7,141.63,0.0,0.0,0,Asian Market,Asian Market:4271.5; American Market:20.6; Health Food:12.1; Other:1.1; eCom:0.3,141.0,po_history_item_location,1.65,14868.1,34838.6,41778.7,-51477.4,609.4,2027-12-18,Healthy,Low,2027-04-16,0.0,0,0.0,8.0,,IM9PT2A,PTA,8.57,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),1,SF,55014.0,58643.0,214.0,7.04,0.0,0.0,0,Health Food,Health Food:169.6; Asian Market:20.0; American Market:16.8; Other:4.3; eCom:3.2,154.0,po_history_item_location,1.2,1273.3,2357.3,2772.6,-52656.7,7816.0,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.4,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
F-04071,POP Ginger Chews Lemon 8 oz,1,SF,72353.0,95276.0,2369.1,77.93,0.0,3644.0,1,Asian Market,Asian Market:2367.0; eCom:1.1; Other:1.0,137.0,po_history_item_location,1.65,7701.3,18377.7,22118.3,-53975.3,928.4,2028-11-01,Healthy,Low,2028-03-10,0.0,0,0.0,8.0,,IM9PT2A,PTA,7.92,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
A-61150,AM GSG Candy 6 oz Bag,3,LA,57545.0,59435.0,177.1,5.82,0.0,0.0,0,Health Food,Health Food:139.0; Asian Market:24.0; American Market:12.6; eCom:1.4; Other:0.0,77.0,po_history_item_location,1.2,415.9,864.4,1114.8,-56680.6,9880.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,30.0,,IM9GO3A,GL,22.73,,POP,Am GSG Candy,A,ACTIVE,EXW,Use smoother trailing history due to distributor lag.,
A-61150,AM GSG Candy 6 oz Bag,1,SF,57994.0,61244.0,129.5,4.26,0.0,0.0,0,American Market,Health Food:72.1; American Market:33.2; Other:14.3; eCom:5.7; Asian Market:4.0,98.0,po_history_item_location,1.4,579.1,996.5,1200.9,-56997.5,13618.4,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,30.0,,IM9GO3A,GL,33.43,,POP,Am GSG Candy,A,ACTIVE,EXW,Blend recent trend with seasonal planogram behavior.,
T-31510R,"Tiger Balm 18g, Ultra/St - RFID",1,SF,64788.0,67812.0,33.2,1.09,0.0,0.0,0,American Market,American Market:33.2,28.0,po_history_item_location,1.4,64.9,95.6,133.9,-64692.4,59234.7,2036-04-15,Healthy,Low,2036-04-15,0.0,0,,,,LC9T12A,,30.72,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-32300,Tiger Balm Patch - Large,1,SF,70258.0,70702.0,22.2,0.73,0.0,61.0,1,American Market,Health Food:7.0; American Market:4.5; Other:0.5,22.0,po_history_item_location,1.4,48.4,64.4,90.0,-70193.6,96137.0,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,24192.0,LC9T12A,HPH,30.89,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,Suppressed demand uplift included
F-04070,POP Ginger Chews Original 8 oz,1,SF,98959.0,145814.0,4257.4,140.04,0.0,4099.5,1,Asian Market,Asian Market:4253.5; American Market:2.1; Other:1.1; eCom:0.7,135.0,po_history_item_location,1.65,9067.0,27973.1,34695.2,-70985.9,706.6,2028-03-24,Healthy,Low,2027-09-06,0.0,0,0.0,8.0,,IM9PT2A,PTA,7.25,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),2,NJ,82440.0,91672.0,1233.6,40.58,0.0,0.0,0,Health Food,Asian Market:645.5; Health Food:440.0; American Market:138.9; Other:6.8; eCom:2.3,171.0,po_history_item_location,1.2,3392.2,10331.0,12846.8,-72109.0,2031.7,2031-11-09,Healthy,Low,2031-02-28,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.75,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
F-04130,POP Ginger Chews Plus+ Original 3 oz,1,SF,79511.0,88265.0,9.7,0.32,0.0,0.0,0,Asian Market,Other:7.6; Health Food:1.1; American Market:0.7; eCom:0.2,133.5,po_history_item_location,1.65,368.9,411.4,426.7,-79099.6,249833.0,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,IM9SI1A,SNA,15.62,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),2,NJ,99872.0,138202.0,2384.7,78.44,0.0,0.0,0,Health Food,Health Food:1027.6; Asian Market:973.5; American Market:369.6; Other:12.5; eCom:1.5,172.0,po_history_item_location,1.2,6984.9,20477.3,25340.8,-79394.7,1273.2,2029-10-12,Healthy,Low,2029-01-24,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.55,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
T-22010,"Tiger Balm 18g Red, Ext/St(MM)",3,LA,86295.0,93939.0,156.9,5.16,0.0,0.0,0,American Market,American Market:137.5; Asian Market:9.5; Health Food:7.4; eCom:2.0; Other:0.5,15.0,po_history_item_location,1.4,156.4,233.8,414.5,-86061.2,16717.3,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,72.0,27768.0,LC9T12A,HPH,25.94,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-31510R,"Tiger Balm 18g, Ultra/St - RFID",2,NJ,109997.0,118565.0,81.9,2.69,0.0,343.5,1,American Market,American Market:81.9,42.5,po_history_item_location,1.4,184.3,298.8,395.8,-109698.2,40829.2,2036-04-15,Healthy,Low,2036-04-15,0.0,0,,,,LC9T12A,,30.64,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,Suppressed demand uplift included
F-04073,POP Ginger Chews Mango 8 oz,1,SF,132706.0,150139.0,3058.8,100.62,0.0,0.0,0,Asian Market,Asian Market:3056.5; eCom:1.3; Other:1.1,148.5,po_history_item_location,1.65,6865.9,21807.9,26939.4,-110898.1,1318.9,2029-11-26,Healthy,Low,2029-04-24,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.93,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,
F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),2,NJ,134488.0,185049.0,2625.1,86.35,0.0,0.0,0,Health Food,Asian Market:1144.0; Health Food:978.4; American Market:471.4; Other:30.2; eCom:1.1,152.0,po_history_item_location,1.2,8586.9,21712.6,26721.1,-112775.4,1557.4,2030-07-23,Healthy,Low,2029-11-13,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.54,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
T-31510,"Tiger Balm 18g, Ultra/St",3,LA,125744.0,135176.0,169.1,5.56,0.0,0.0,0,American Market,American Market:166.6; Other:1.1; Asian Market:1.0; Health Food:0.4; eCom:0.1,15.0,po_history_item_location,1.4,158.3,241.7,436.4,-125502.3,22600.1,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,72.0,27768.0,LC9T12A,HPH,30.79,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-32300,Tiger Balm Patch - Large,2,NJ,128431.0,138771.0,109.1,3.59,0.0,0.0,0,American Market,American Market:84.7; Asian Market:23.0; Other:0.8; Health Food:0.6,42.0,po_history_item_location,1.4,322.5,473.2,602.4,-127957.8,35794.7,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,24192.0,LC9T12A,HPH,30.89,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-32206,Tiger Balm Patch Warm (MM),3,LA,136719.0,144207.0,328.7,10.81,0.0,0.0,0,American Market,American Market:318.5; Other:3.9; Asian Market:3.5; Health Food:2.8,19.0,po_history_item_location,1.4,337.5,542.9,921.3,-136176.1,12644.5,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,LC9T12A,HPH,1.93,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-31541,"Tiger Balm 50g, Ultra/St",2,NJ,138926.0,161191.0,130.9,4.31,0.0,0.0,0,American Market,American Market:86.1; Health Food:25.1; Asian Market:12.0; eCom:4.5; Other:3.1,42.0,po_history_item_location,1.4,650.7,831.6,986.6,-138094.4,32261.9,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,32.0,19992.0,LC9T12A,HPH,52.95,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
F-04111,POP Ginger Chews Original 4 oz (12ct/cs),1,SF,164895.0,177924.0,754.0,24.8,0.0,0.0,0,American Market,Health Food:335.5; Asian Market:248.0; American Market:120.7; Other:43.8; eCom:6.0,138.0,po_history_item_location,1.4,3654.1,7076.9,8465.8,-157818.1,6648.3,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9PT2A,PTA,5.27,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
T-22010,"Tiger Balm 18g Red, Ext/St(MM)",1,SF,160190.0,177294.0,256.0,8.42,0.0,0.0,0,Asian Market,Asian Market:157.0; American Market:71.8; Other:17.0; Health Food:10.0; eCom:0.3,27.0,po_history_item_location,1.65,436.3,663.6,899.4,-159526.4,19021.3,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,72.0,27768.0,LC9T12A,HPH,25.98,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,
F-04076,POP Ginger Chews Assorted 8 oz,2,NJ,212329.0,225170.0,1015.4,33.4,0.0,2894.5,1,Asian Market,Asian Market:975.0; American Market:23.1; Health Food:15.4; eCom:1.1; Other:0.9,152.0,po_history_item_location,1.65,10803.3,15880.5,17584.1,-196448.5,6356.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,8.0,,IM9SI1A,SNA,8.97,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
T-47010,Kwan Loong Oil 2 fl oz,3,LA,198762.0,202434.0,275.5,9.06,0.0,0.0,0,Asian Market,Asian Market:257.5; eCom:12.0; Health Food:2.8; American Market:1.8; Other:1.5,31.0,po_history_item_location,1.65,412.1,693.0,946.8,-198069.0,21932.4,2036-04-15,Healthy,Low,2036-04-15,0.0,0,,,,LC9T12A,,30.1,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,
F-04111,POP Ginger Chews Original 4 oz (12ct/cs),3,LA,221764.0,254608.0,1184.7,38.97,0.0,3081.5,1,Asian Market,Asian Market:693.5; Health Food:259.1; American Market:228.2; Other:2.5; eCom:1.4,120.0,po_history_item_location,1.65,4448.6,9125.2,10878.9,-212638.8,5690.5,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9PT2A,PTA,5.21,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
T-32206,Tiger Balm Patch Warm (MM),1,SF,252287.0,264417.0,192.3,6.33,0.0,0.0,0,American Market,American Market:162.0; Health Food:24.8; Other:4.0; Asian Market:1.5,20.0,po_history_item_location,1.4,303.9,430.4,651.8,-251856.6,39883.1,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,LC9T12A,HPH,1.92,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
F-04111,POP Ginger Chews Original 4 oz (12ct/cs),2,NJ,326488.0,404958.0,4962.9,163.25,0.0,0.0,0,Health Food,Asian Market:2179.0; Health Food:1785.0; American Market:913.8; Other:75.0; eCom:10.1,146.0,po_history_item_location,1.2,14378.4,38213.2,47518.6,-288274.8,1999.9,2031-10-08,Healthy,Low,2031-02-16,0.0,0,0.0,12.0,,IM9PT2A,PTA,5.58,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
T-32206,Tiger Balm Patch Warm (MM),2,NJ,317891.0,364715.0,977.4,32.15,0.0,0.0,0,American Market,American Market:837.9; Asian Market:80.0; Health Food:47.0; Other:12.6,36.0,po_history_item_location,1.4,2022.6,3180.1,4305.4,-314710.9,9886.8,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,LC9T12A,HPH,1.92,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-31510,"Tiger Balm 18g, Ultra/St",1,SF,318941.0,345054.0,137.9,4.54,0.0,0.0,0,American Market,American Market:133.7; Other:1.9; Asian Market:1.0; Health Food:0.8; eCom:0.6,26.5,po_history_item_location,1.4,166.1,286.3,445.1,-318654.7,70310.4,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,72.0,27768.0,LC9T12A,HPH,30.72,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-22010,"Tiger Balm 18g Red, Ext/St(MM)",2,NJ,451477.0,486889.0,494.4,16.26,0.0,0.0,0,American Market,American Market:393.8; Asian Market:82.5; Health Food:16.2; Other:1.9,42.0,po_history_item_location,1.4,716.6,1399.7,1985.3,-450077.3,27757.9,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,72.0,27768.0,LC9T12A,HPH,25.98,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-32202,Tiger Balm Single Patch 12ct/disp,3,LA,499680.0,502272.0,2287.7,75.25,0.0,0.0,2,American Market,American Market:2280.6; Other:6.8; Health Food:0.4,32.0,po_history_item_location,1.4,17633.7,20041.8,22675.7,-479638.2,6639.9,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,144.0,,LC9T12A,HPH,6.12,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-31510,"Tiger Balm 18g, Ultra/St",2,NJ,640977.0,698001.0,462.2,15.2,0.0,0.0,0,American Market,American Market:452.2; Other:5.0; Health Food:3.5; Asian Market:1.5,43.0,po_history_item_location,1.4,734.4,1388.2,1950.7,-639588.8,42158.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,72.0,27768.0,LC9T12A,HPH,30.71,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
T-32202,Tiger Balm Single Patch 12ct/disp,2,NJ,1869144.0,1979160.0,22807.4,750.24,0.0,0.0,0,American Market,American Market:22806.0; Other:0.9; Health Food:0.5,35.0,po_history_item_location,1.4,60197.6,86456.2,112714.7,-1782687.8,2491.4,2033-02-11,Healthy,Low,2032-10-19,0.0,0,0.0,144.0,,LC9T12A,HPH,6.12,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
