ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,available_units,on_hand_units,forecast_units_monthly,daily_forecast_units,recent_3m_cleaned_avg,recent_12m_suppressed_units,stockout_months_last12,dominant_super_channel,channel_forecast_breakdown,lead_time_days,lead_time_source,service_z,safety_stock_units,reorder_point_units,target_inventory_units,inventory_gap_units,days_of_supply,projected_runout_date,alert_status,priority,suggested_order_date,recommended_order_units,recommended_order_units_rounded,recommended_order_cases,case_pack_units,moq_units,vendor_id,manufacturer,estimated_unit_cost,estimated_order_cost,vendor_brand,vendor_product_line,vendor_category,vendor_status,shipment_terms,planning_note,assumption_notes
F-50140,Gavottes Crepes 1250g #011120,1,SF,281.0,329.0,0.0,0.0,0.0,0.0,0,Other,,118.0,po_history_item,1.25,0.0,0.0,0.0,-281.0,,,No recent demand,Low,,0.0,0,,,,IM9LO3A,,82.07,,Loc Maria,Trou Mad,F,ACTIVE,EXW,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-15206,POP OG Oolong Tea 1.8gx100 (6ct/cs),2,NJ,1320.0,2836.0,102.7,3.38,0.0,0.0,0,eCom,eCom:58.1; American Market:24.8; Asian Market:10.0; Health Food:6.0; Other:3.8,131.0,po_history_item_location,1.05,583.0,1025.6,1160.7,-294.4,390.7,2027-05-13,Healthy,Low,2026-07-14,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,9.14,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use longer trailing history for long-tail demand.,
F-00378,Loacker GP Dark Hazelnut 3.53oz(#10338),2,NJ,300.0,372.0,0.0,0.0,0.0,0.0,0,Other,,71.0,po_history_item_location,1.25,0.0,0.0,0.0,-300.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-12402,Ferrero Rocher 24 Pcs Diamond,3,LA,462.0,1494.0,92.0,3.03,52.7,49.0,1,Health Food,Health Food:47.8; Asian Market:21.0; American Market:8.6; eCom:3.7; Other:2.8,18.5,po_history_item_location,1.2,68.9,124.9,230.8,-337.1,152.7,2026-09-17,Healthy,Low,2026-08-07,0.0,0,0.0,6.0,,DM9FE1A,Ferrero USA,47.33,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Use smoother trailing history due to distributor lag.,Suppressed demand uplift included
F-50139,Gavottes Crepes 500g,3,LA,341.0,593.0,0.0,0.0,0.0,0.0,0,Other,,108.5,po_history_item_location,1.25,0.0,0.0,0.0,-341.0,,,No recent demand,Low,,0.0,0,,,,IM9LO3A,,70.53,,Loc Maria,Trou Mad,F,ACTIVE,EXW,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
J-72402,Totole Chicken Bouillon 2.2 lbs,3,LA,480.0,480.0,12.0,0.39,9.3,56.0,3,Asian Market,Asian Market:9.3,10.5,item_spec,1.65,5.8,9.9,21.0,-470.1,1216.0,2029-08-16,Healthy,Low,2029-07-21,0.0,0,0.0,12.0,2880.0,DM9AM9B,TKN,82.0,,Totole,Totole,J,ACTIVE,,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,1,SF,1216.0,1607.0,88.4,2.91,0.0,0.0,1,Asian Market,Asian Market:55.0; eCom:20.3; Health Food:10.0; Other:3.1,90.0,default_90d,1.65,459.7,721.5,835.0,-494.5,418.0,2027-06-10,Healthy,Low,2026-10-04,0.0,0,0.0,12.0,,,POP ,,,,,,,,Bias upward because demand can spike opportunistically.,Lead time fallback used; Primary vendor missing
F-12122,Ferrero Rocher 12 Pcs,1,SF,612.0,1716.0,58.7,1.93,54.0,0.0,0,Asian Market,Asian Market:27.5; American Market:24.2; Health Food:5.2; Other:1.4; eCom:0.3,22.5,po_history_item_location,1.65,44.1,87.5,141.6,-524.5,316.9,2027-02-28,Healthy,Low,2027-01-14,0.0,0,0.0,12.0,,DM9FE1A,Ferrero USA,41.62,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Bias upward because demand can spike opportunistically.,
F-00373,Loacker GP White Coconut 3.53oz,1,SF,576.0,636.0,0.0,0.0,0.0,0.0,0,Other,,101.0,po_history_item_location,1.25,0.0,0.0,0.0,-576.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
AC-B3SLJ,AM GSG Slices 3 oz Bag-Jumbo,1,SF,966.0,1906.0,29.1,0.96,0.0,323.0,2,eCom,eCom:17.1; Health Food:10.6; Other:1.3,90.0,default_90d,1.05,265.9,351.9,382.5,-614.1,1010.6,2029-01-22,Healthy,Low,2028-01-20,0.0,0,0.0,12.0,,,POP ,,,,,,,,Use longer trailing history for long-tail demand.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
D-03052,POP HT Blood Pressure 1.8gx18,1,SF,670.0,905.0,0.0,0.0,0.0,0.0,0,Other,,53.5,po_history_item_location,1.25,0.0,0.0,0.0,-670.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.84,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00377,Loacker GP Bisc Orange Choc 3.53oz(#10397),3,LA,671.0,732.0,0.0,0.0,0.0,0.0,0,Other,,94.0,po_history_item_location,1.25,0.0,0.0,0.0,-671.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-20141,Ferrero Coll. 24 pcs (w/Hazelnut)#20148,3,LA,800.0,860.0,60.1,1.98,26.3,60.5,1,Health Food,Health Food:29.6; Asian Market:14.5; American Market:9.7; eCom:3.3; Other:3.0,20.0,po_history_item_location,1.2,68.7,108.3,177.4,-691.7,404.9,2027-05-27,Healthy,Low,2027-04-03,0.0,0,0.0,6.0,,DM9FE1A,Ferrero USA,52.01,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Use smoother trailing history due to distributor lag.,Suppressed demand uplift included
F-20141,Ferrero Coll. 24 pcs (w/Hazelnut)#20148,1,SF,800.0,860.0,40.5,1.33,35.7,0.0,0,Asian Market,Asian Market:20.0; American Market:14.9; Other:3.9; eCom:1.1; Health Food:0.5,21.0,po_history_item_location,1.65,57.8,85.8,123.0,-714.2,601.0,2027-12-09,Healthy,Low,2027-10-06,0.0,0,0.0,6.0,,DM9FE1A,Ferrero USA,45.59,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Bias upward because demand can spike opportunistically.,
AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,2,NJ,1044.0,1139.0,49.1,1.61,0.0,261.5,5,Asian Market,American Market:22.0; Asian Market:20.0; eCom:5.3; Other:1.7,90.0,default_90d,1.65,183.9,329.2,392.2,-714.8,646.8,2028-01-24,Healthy,Low,2027-07-04,0.0,0,0.0,24.0,,,POP ,,,,,,,,Bias upward because demand can spike opportunistically.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
F-00372,Loacker GP Bisc Noisette Choc 3.53oz(#10392),2,NJ,720.0,768.0,0.0,0.0,0.0,0.0,0,Other,,71.5,po_history_item_location,1.25,0.0,0.0,0.0,-720.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
T-32202,Tiger Balm Single Patch 12ct/disp,1,SF,5232.0,27768.0,2282.2,75.07,0.0,0.0,1,American Market,American Market:2280.6; Other:1.2; Health Food:0.4,28.5,po_history_item_location,1.4,2366.6,4506.2,7133.8,-725.8,69.7,2026-06-26,Healthy,Low,2026-04-27,1901.8,2016,14.0,144.0,,LC9T12A,HPH,6.24,12570.77,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
F-00376,Loacker GP Bisc Coconut Choc 3.53oz(#10396),2,NJ,768.0,768.0,0.0,0.0,0.0,0.0,0,Other,,71.5,po_history_item_location,1.25,0.0,0.0,0.0,-768.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-15206,POP OG Oolong Tea 1.8gx100 (6ct/cs),1,SF,1028.0,1500.0,20.9,0.69,0.0,0.0,0,Health Food,American Market:8.4; Asian Market:5.5; Health Food:5.1; Other:1.2; eCom:0.7,101.5,po_history_item_location,1.2,145.0,214.9,248.0,-813.1,1492.3,2030-05-19,Healthy,Low,2029-07-11,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,8.61,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use smoother trailing history due to distributor lag.,
F-50140,Gavottes Crepes 1250g #011120,3,LA,844.0,1068.0,0.0,0.0,0.0,0.0,0,Other,,118.0,po_history_item_location,1.25,0.0,0.0,0.0,-844.0,,,No recent demand,Low,,0.0,0,,,,IM9LO3A,,80.7,,Loc Maria,Trou Mad,F,ACTIVE,EXW,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-50140,Gavottes Crepes 1250g #011120,2,NJ,847.0,1407.0,0.0,0.0,0.0,0.0,0,Other,,99.5,po_history_item_location,1.25,0.0,0.0,0.0,-847.0,,,No recent demand,Low,,0.0,0,,,,IM9LO3A,,80.55,,Loc Maria,Trou Mad,F,ACTIVE,EXW,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-04043,POP In Ginger H Cytl w/Lemon 18gx30,1,SF,853.0,2844.0,0.0,0.0,0.0,0.0,0,Other,,98.0,po_history_item_location,1.25,0.0,0.0,0.0,-853.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,49.33,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00375,Loacker GP Bisc Cappuc Choc 3.53oz(#10398),1,SF,924.0,984.0,0.0,0.0,0.0,0.0,0,Other,,101.0,po_history_item_location,1.25,0.0,0.0,0.0,-924.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00376,Loacker GP Bisc Coconut Choc 3.53oz(#10396),3,LA,936.0,1020.0,0.0,0.0,0.0,0.0,0,Other,,94.0,po_history_item_location,1.25,0.0,0.0,0.0,-936.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
T-32224,Tiger Balm Single Patch (2x12),2,NJ,5000.0,5000.0,1372.7,45.15,0.0,0.0,0,American Market,American Market:1372.7,90.0,default_90d,1.4,0.0,4063.9,6141.0,-936.1,110.7,2026-08-06,Healthy,Low,2026-05-08,1141.0,1142,,,,,,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,2,NJ,1718.0,1848.0,115.5,3.8,0.0,277.0,1,American Market,Asian Market:29.0; American Market:25.2; Health Food:8.8; Other:5.0; eCom:1.4,90.0,default_90d,1.4,378.6,720.6,895.4,-997.4,452.1,2027-07-14,Healthy,Low,2027-01-05,0.0,0,0.0,60.0,,,POP ,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
F-00375,Loacker GP Bisc Cappuc Choc 3.53oz(#10398),3,LA,1015.0,1164.0,0.0,0.0,0.0,0.0,0,Other,,89.0,po_history_item_location,1.25,0.0,0.0,0.0,-1015.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-97000,MX Eggrolls (32pcs),3,LA,1128.0,1200.0,0.0,0.0,0.0,0.0,0,Other,,549.0,po_history_item,1.25,0.0,0.0,0.0,-1128.0,,,No recent demand,Low,,0.0,0,,,,IM9ME1A,,134.93,,Mei-Xin,Maxim,F,ACTIVE,EXW,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00378,Loacker GP Dark Hazelnut 3.53oz(#10338),3,LA,1141.0,1200.0,0.0,0.0,0.0,0.0,0,Other,,91.0,po_history_item_location,1.25,0.0,0.0,0.0,-1141.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-97000,MX Eggrolls (32pcs),1,SF,1152.0,1440.0,0.0,0.0,0.0,0.0,0,Other,,549.0,po_history_item,1.25,0.0,0.0,0.0,-1152.0,,,No recent demand,Low,,0.0,0,,,,IM9ME1A,,134.93,,Mei-Xin,Maxim,F,ACTIVE,EXW,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00372,Loacker GP Bisc Noisette Choc 3.53oz(#10392),1,SF,1164.0,1248.0,0.0,0.0,0.0,0.0,0,Other,,99.5,po_history_item_location,1.25,0.0,0.0,0.0,-1164.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00373,Loacker GP White Coconut 3.53oz,3,LA,1186.0,1320.0,0.0,0.0,0.0,0.0,0,Other,,91.5,po_history_item_location,1.25,0.0,0.0,0.0,-1186.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00373,Loacker GP White Coconut 3.53oz,2,NJ,1199.0,1211.0,0.0,0.0,0.0,0.0,0,Other,,71.0,po_history_item_location,1.25,0.0,0.0,0.0,-1199.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00372,Loacker GP Bisc Noisette Choc 3.53oz(#10392),3,LA,1272.0,1440.0,0.0,0.0,0.0,0.0,0,Other,,95.0,po_history_item_location,1.25,0.0,0.0,0.0,-1272.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00375,Loacker GP Bisc Cappuc Choc 3.53oz(#10398),2,NJ,1320.0,1356.0,0.0,0.0,0.0,0.0,0,Other,,76.0,po_history_item_location,1.25,0.0,0.0,0.0,-1320.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM2LO9A,Loacker,25.61,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61117,AM GSG Candy 1 lb / Bag,1,SF,1668.0,1878.0,49.0,1.61,0.0,0.0,0,eCom,Health Food:21.2; Asian Market:15.5; eCom:6.5; American Market:4.5; Other:1.2,98.0,po_history_item_location,1.05,182.2,340.2,395.1,-1327.8,1034.5,2029-02-15,Healthy,Low,2028-07-19,0.0,0,0.0,22.0,,IM9GO3A,GL,53.39,,POP,Am GSG Candy,A,ACTIVE,EXW,Use longer trailing history for long-tail demand.,
F-12402,Ferrero Rocher 24 Pcs Diamond,2,NJ,2020.0,2704.0,442.2,14.55,517.3,666.0,2,American Market,American Market:189.3; Asian Market:161.0; Health Food:24.0; Other:6.6,16.0,po_history_item_location,1.4,427.0,659.7,1168.8,-1360.3,138.9,2026-09-03,Healthy,Low,2026-07-20,0.0,0,0.0,6.0,,DM9FE1A,Ferrero USA,47.08,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Blend recent trend with seasonal planogram behavior.,Suppressed demand uplift included
AC-B16BK,AM GSG Root (Mixed) 1 lb Bag,1,SF,4507.0,4697.0,463.8,15.26,0.0,0.0,0,American Market,American Market:183.8; Asian Market:136.0; Health Food:116.9; eCom:21.7; Other:5.4,90.0,default_90d,1.4,1751.5,3124.5,3826.2,-1382.5,295.4,2027-02-07,Healthy,Low,2026-07-17,0.0,0,0.0,24.0,,,POP ,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
T-32224,Tiger Balm Single Patch (2x12),1,SF,3084.0,3084.0,428.4,14.09,0.0,1071.0,1,American Market,American Market:428.4,90.0,default_90d,1.4,431.8,1700.1,2348.3,-1383.9,218.8,2026-11-22,Healthy,Low,2026-07-25,0.0,0,,,,,,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,1,SF,1404.0,1674.0,0.0,0.0,0.0,0.0,0,Other,,25.0,po_history_item_location,1.25,0.0,0.0,0.0,-1404.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,51.96,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-12402,Ferrero Rocher 24 Pcs Diamond,1,SF,1502.0,1730.0,65.4,2.15,59.0,0.0,0,Asian Market,American Market:34.2; Asian Market:23.5; Health Food:5.0; Other:2.0; eCom:0.6,21.0,po_history_item_location,1.65,42.1,87.2,147.4,-1414.8,698.4,2028-03-16,Healthy,Low,2028-02-04,0.0,0,0.0,6.0,,DM9FE1A,Ferrero USA,47.33,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Bias upward because demand can spike opportunistically.,
J-63006,Mazola Corn Oil 128 oz (1 gal),3,LA,1470.0,1470.0,0.0,0.0,0.0,0.0,0,Other,,17.0,po_history_item_location,1.25,0.0,0.0,0.0,-1470.0,,,No recent demand,Low,,0.0,0,0.0,6.0,,DM9AC1B,ACH,67.76,,Mazola,Mazola,J,ACTIVE,ToDoor/Delivery,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-97000,MX Eggrolls (32pcs),2,NJ,2976.0,3024.0,42.8,1.41,0.0,458.5,3,eCom,Other:20.2; eCom:12.3; Asian Market:9.5; Health Food:0.8,549.0,po_history_item_location,1.05,731.4,1503.8,1678.2,-1472.2,2115.4,2032-02-01,Healthy,Low,2029-02-27,0.0,0,,,,IM9ME1A,,134.93,,Mei-Xin,Maxim,F,ACTIVE,EXW,Use longer trailing history for long-tail demand.,Suppressed demand uplift included
A-61220,AM GSG RT Tea 20 Bags,2,NJ,1903.0,1943.0,18.4,0.6,0.0,200.5,2,Asian Market,eCom:3.9; Other:0.5; Health Food:0.1,90.0,default_90d,1.65,168.7,223.1,246.6,-1679.9,3148.4,2034-11-30,Healthy,Low,2033-11-26,0.0,0,0.0,40.0,,,ST/ QT,,,,,,,,Bias upward because demand can spike opportunistically.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
T-31520,Tiger Balm Ultra 10g,3,LA,6544.0,6544.0,911.6,29.99,0.0,0.0,3,American Market,American Market:875.0; Asian Market:34.5; Other:2.1,14.5,po_history_item_location,1.4,4301.3,4736.1,5785.6,-1807.9,218.2,2026-11-22,Healthy,Low,2026-06-17,0.0,0,0.0,60.0,49992.0,LC9T12A,HPH,18.2,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
D-04011,POP In Ginger Honey Cytl 18gx30,1,SF,1927.0,4221.0,0.0,0.0,0.0,0.0,0,Other,,130.0,po_history_item_location,1.25,0.0,0.0,0.0,-1927.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,49.33,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61260N,AM GSG RT Tea 60 Bags,3,LA,2263.0,2533.0,37.8,1.24,0.0,0.0,0,American Market,Health Food:21.0; American Market:11.2; Asian Market:5.5; eCom:0.1,90.0,default_90d,1.4,158.1,270.0,327.1,-1993.0,1821.6,2031-04-13,Healthy,Low,2030-09-08,0.0,0,0.0,15.0,,,ST/ QT,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
A-61012,Wild AM GSG Instant Tea 3gx10x8,3,LA,3070.0,3332.0,44.3,1.46,0.0,121.0,1,Asian Market,Health Food:36.1; American Market:4.2; Asian Market:3.5; eCom:0.5,91.2,item_spec,1.65,782.2,915.1,971.9,-2154.9,2107.1,2032-01-24,Healthy,Low,2030-05-06,0.0,0,0.0,12.0,,,POP ,,,,,,,,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included; Primary vendor missing
F-12122,Ferrero Rocher 12 Pcs,3,LA,2268.0,2388.0,68.9,2.27,46.7,0.0,0,Health Food,Health Food:33.2; Asian Market:15.0; American Market:12.4; Other:4.1; eCom:4.1,17.0,po_history_item_location,1.2,49.8,88.3,167.6,-2179.7,1001.3,2029-01-13,Healthy,Low,2028-12-05,0.0,0,0.0,12.0,,DM9FE1A,Ferrero USA,41.62,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Use smoother trailing history due to distributor lag.,
D-14206,POP OG Jasmine Tea 1.8gx100 (6ct/cs),3,LA,2716.0,3358.0,39.3,1.29,0.0,240.0,1,Asian Market,Asian Market:25.0; American Market:9.1; Other:2.6; Health Food:2.1; eCom:0.4,113.5,po_history_item_location,1.65,274.7,421.3,478.1,-2294.7,2102.3,2032-01-19,Healthy,Low,2031-02-27,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,10.81,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
D-03052,POP HT Blood Pressure 1.8gx18,3,LA,2614.0,3958.0,0.0,0.0,0.0,0.0,0,Other,,53.5,po_history_item,1.25,0.0,0.0,0.0,-2614.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.84,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-12122,Ferrero Rocher 12 Pcs,2,NJ,3048.0,4044.0,318.5,10.48,337.0,0.0,0,Asian Market,Asian Market:174.5; American Market:128.5; Other:12.0; Health Food:3.5,16.0,po_history_item_location,1.65,216.4,384.0,677.4,-2664.0,290.9,2027-02-02,Healthy,Low,2026-12-28,0.0,0,0.0,12.0,,DM9FE1A,Ferrero USA,41.62,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Bias upward because demand can spike opportunistically.,
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),1,SF,2949.0,3411.0,36.5,1.2,0.0,0.0,0,Health Food,American Market:15.4; Asian Market:10.0; Other:7.5; eCom:2.3; Health Food:1.4,84.0,po_history_item_location,1.2,129.6,230.5,284.6,-2718.5,2453.4,2033-01-04,Healthy,Low,2032-06-26,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,8.51,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use smoother trailing history due to distributor lag.,
F-04073,POP Ginger Chews Mango 8 oz,3,LA,3307.0,3419.0,19.7,0.65,0.0,97.0,3,Asian Market,Asian Market:3.5; American Market:2.4; eCom:0.1,91.2,item_spec,1.65,500.9,560.0,585.2,-2747.0,5107.5,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.42,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
AC-B4BK,AM GSG Root (Mixed) 4 oz Bag,1,SF,8137.0,9550.0,602.3,19.81,0.0,0.0,0,American Market,Health Food:311.1; American Market:161.3; Asian Market:89.5; Other:23.9; eCom:16.5,90.0,default_90d,1.4,3588.5,5371.8,6283.2,-2765.2,410.7,2027-06-02,Healthy,Low,2026-09-04,0.0,0,0.0,60.0,,,POP ,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
A-61012,Wild AM GSG Instant Tea 3gx10x8,1,SF,3773.0,4228.0,86.0,2.83,0.0,172.0,2,Other,Other:39.6; eCom:22.4; Health Food:13.5; Asian Market:9.5; American Market:1.0,91.2,item_spec,1.25,721.8,979.8,1090.2,-2793.2,1333.7,2029-12-11,Healthy,Low,2028-12-30,0.0,0,0.0,12.0,,,POP ,,,,,,,,Use blended defaults and review unusual items manually.,Suppressed demand uplift included; Primary vendor missing
D-03052,POP HT Blood Pressure 1.8gx18,2,NJ,2852.0,4100.0,0.0,0.0,0.0,0.0,0,Other,,53.5,po_history_item,1.25,0.0,0.0,0.0,-2852.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.84,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61012,Wild AM GSG Instant Tea 3gx10x8,2,NJ,3533.0,3839.0,75.5,2.48,0.0,0.0,0,eCom,eCom:26.1; Asian Market:23.5; Health Food:23.1; Other:1.4; American Market:1.4,91.2,item_spec,1.05,323.2,549.7,629.2,-2983.3,1422.7,2030-03-10,Healthy,Low,2029-08-01,0.0,0,0.0,12.0,,,POP ,,,,,,,,Use longer trailing history for long-tail demand.,Primary vendor missing
F-76010,Kjeldsens 1 lb Danish Cookie(#98838),2,NJ,3721.0,4729.0,136.3,4.48,153.3,133.0,1,American Market,American Market:54.1; Asian Market:33.3; eCom:23.5; Health Food:2.0; Other:1.2,111.0,po_history_item_location,1.4,233.0,730.6,954.7,-2990.4,830.0,2028-07-26,Healthy,Low,2028-02-14,0.0,0,,,,DM9FE1A,,51.89,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Blend recent trend with seasonal planogram behavior.,Suppressed demand uplift included
D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),3,LA,2997.0,5052.0,0.0,0.0,0.0,0.0,0,Other,,85.0,po_history_item_location,1.25,0.0,0.0,0.0,-2997.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,27.94,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04074,POP Ginger Chews Lychee 8 oz,3,LA,4016.0,5436.0,45.5,1.5,0.0,50.0,1,Other,eCom:18.4; Other:14.4; American Market:2.1; Asian Market:1.5; Health Food:0.8,158.5,po_history_item_location,1.25,628.7,866.1,945.5,-3149.9,2681.3,2033-08-20,Healthy,Low,2032-01-20,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.42,,POP,Ginger Chews,F,ACTIVE,FOB,Use blended defaults and review unusual items manually.,Suppressed demand uplift included
